Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore
229,Rock Band,2007,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,4  Online,8.13
230,Chrono Trigger,2008,TOSE,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,DS,No Online Multiplayer,9.09
231,Bayonetta 2,2018,Nintendo,Action Adventure;Linear,Switch,No Online Multiplayer,9.36
232,Journey,2012,ThatGameCompany,Action;Adventure;General;Platformer;Platformer;3D;3D,PlayStation3,not specified,8.33
233,Xenoblade Chronicles,2012,MonolithSoft,Role-Playing;Action RPG;Console-style RPG;Action RPG,Wii,No Online Multiplayer,9.18
234,Conker's Bad Fur Day,2001,RareLtd.,Action;Platformer;3D,Nintendo64,not specified,9.32
235,Medal of Honor,1999,DreamworksInteractive,Action;Shooter;First-Person;Historic,PlayStation,1-2 ,8.64
236,PaRappa the Rapper,1997,NanaOn-Sha,Miscellaneous;Rhythm;Music,PlayStation,1 Player,6.94
237,Rock Band 2,2008,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,1-4 ,8.42
238,Mario Kart 8 Deluxe,2017,Nintendo,Other;Racing;Arcade;Automobile,Switch,Up to 12 ,8.47
239,INSIDE,2018,PLAYDEAD,Action;Platformer;2D,Switch,No Online Multiplayer,8.57
240,The ICO & Shadow of the Colossus Collection,2011,BluepointGames,Miscellaneous;Action Adventure;Fantasy;Compilation;Compilation,PlayStation3,1 Player,8.29
241,Rayman Origins,2011,UBlartMontpellier,Action;Action Adventure;Platformer;Fantasy;Platformer;2D;2D,Wii,1-4 ,8.93
242,Metroid Prime 2: Echoes,2004,RetroStudios,Action;Shooter;First-Person;Sci-Fi,GameCube,1-4 ,9.02
243,Out of the Park Baseball 17,2016,OutOfTheParkDevelopments,Sports;Baseball;Sim;Team,PC,not specified,7.8
244,Metroid Fusion,2002,Nintendo,Action Adventure;Sci-Fi,GameBoyAdvance,1 Player,8.96
245,The Witcher 3: Wild Hunt - Blood and Wine,2016,CDProjektRedStudio,Role-Playing;Action RPG,PC,not specified,9.52
246,Final Fantasy VI Advance,2007,TOSE,Role-Playing;Console-style RPG,GameBoyAdvance,1-2 ,9.74
247,Rayman Legends,2013,UbisoftMontpellier,Action;Platformer;Platformer;2D;2D,WiiU,No Online Multiplayer,8.95
248,Tiger Woods PGA Tour 2003,2002,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,1-8 ,9.0
249,Madden NFL 2005,2004,EATiburon,Sports;Traditional;Football;Sim,Xbox,2  Online,7.74
250,Super Street Fighter IV,2010,Capcom,Action;Fighting;Fighting;3D;2D;3D,Xbox360,Up to 8 ,8.03
251,Pac-Man Championship Edition DX,2010,NamcoBandaiGames,Adventure;General;Action;General;General;Arcade,PlayStation3,not specified,8.81
252,Rock Band 2,2008,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,4  Online,8.42
253,Dark Souls II,2014,FromSoftware,Action RPG;Role-Playing;Action RPG,Xbox360,Up to 4 ,7.14
254,Dishonored,2012,ArkaneStudios,Action Adventure;Modern;General;Modern,PC,No Online Multiplayer,8.05
255,ESPN NFL Football,2003,VisualConcepts,Sports;Traditional;Football;Sim,PlayStation2,1-16 ,9.22
256,Medal of Honor: Allied Assault,2002,2015,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,not specified,8.11
257,Myth: The Fallen Lords,1997,"BungieSoftware,Bungie",Strategy;Real-Time;Fantasy;General;Fantasy,PC,1-16 ,9.6
258,LittleBigPlanet 2,2011,MediaMolecule,Action;Platformer;Platformer;3D;2D;3D,PlayStation3,4  Online,8.93
259,Guitar Hero,2005,HarmonixMusicSystems,Miscellaneous;Rhythm;Music,PlayStation2,1-2 ,9.13
260,World of Warcraft: Wrath of the Lich King,2008,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,Massively Multiplayer,6.51
261,Rock Band 3,2010,BackboneEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Wii,not specified,8.47
262,Metroid Prime Trilogy,2009,RetroStudios,Action;Miscellaneous;Shooter;Compilation;Compilation;First-Person;Sci-Fi,Wii,No Online Multiplayer,9.23
263,Overwatch,2016,BlizzardEntertainment,General;Action;Shooter;First-Person;Tactical,PC,Up to 12 ,6.2
264,F1 Challenge '99-'02,2003,ElectronicArts,Driving;Racing;Formula One;Formula One,PC,1-8 ,9.33
265,Tony Hawk's Pro Skater 4,2002,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,1-8 ,8.94
266,Madden NFL 2001,2000,EASports,Sports;Traditional;Football;Sim,PlayStation2,1-8 ,10.0
267,Baldur's Gate,1998,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,Online Multiplayer,8.71
268,Bayonetta 2,2014,PlatinumGames,Action Adventure;Fantasy;Fantasy;Linear,WiiU,No Online Multiplayer,9.36
269,The Witcher 3: Wild Hunt,2015,CDProjektRedStudio,Action RPG;Role-Playing;Action RPG,XboxOne,No Online Multiplayer,9.01
270,Rock Band 3,2010,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,not specified,8.47
271,Klonoa 2: Lunatea's Veil,2001,Namco,Action;Platformer;3D,PlayStation2,1 Player,9.59
272,IL-2 Sturmovik,2001,"1C,1CCompany",Simulation;Flight;WWII;WWII;Combat,PC,1-32 ,8.5
273,Mario Tennis,2000,CamelotSoftwarePlanning,Sports;Traditional;Tennis,Nintendo64,not specified,8.56
274,FreeSpace 2,1999,VolitionInc.,Simulation;Sci-Fi;Space;Small Spaceship;Small Spaceship;Combat,PC,1-8 ,9.32
275,Colony Wars,1997,Psygnosis,Simulation;Sci-Fi;Small Spaceship,PlayStation,1 Player,10.0
276,Metal Gear Solid V: The Phantom Pain,2015,KojimaProductions,Action Adventure;Modern;Open-World,PC,Up to 16 ,8.02
277,Ratchet & Clank: Up Your Arsenal,2004,InsomniacGames,Action;Platformer;3D,PlayStation2,8  Online,9.5
278,Resident Evil,2002,Capcom,Action Adventure;Horror,GameCube,1 Player,9.13
279,FIFA Soccer 10,2009,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,not specified,7.03
280,Assassin's Creed II,2009,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,PlayStation3,No Online Multiplayer,8.31
281,Metal Gear Solid 3: Snake Eater,2004,KCEJ,Action Adventure;Modern,PlayStation2,1 Player,9.03
282,Twisted Metal: Black,2001,IncognitoInc.,Driving;Car Combat,PlayStation2,1-4 ,8.2
283,Spyro: Year of the Dragon,2000,InsomniacGames,Action;Platformer;3D,PlayStation,1 Player,9.19
284,Tomb Raider,1996,CoreDesignLtd.,Action Adventure;Modern,PlayStation,1 Player,8.26
285,Overwatch,2016,BlizzardEntertainment,Action;Shooter;First-Person;Tactical,XboxOne,Up to 12 ,6.2
286,Resident Evil 4: Wii Edition,2007,Capcom,Action Adventure;Horror;Horror;Survival,Wii,No Online Multiplayer,8.97
287,Shadow of the Colossus,2005,SCEJapanStudio,Action Adventure;Fantasy,PlayStation2,1 Player,8.15
288,Forza Horizon 3,2016,PlaygroundGames,Racing;Simulation;Automobile,XboxOne,Up to 12 ,7.81
289,Peggle,2009,PopCap,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,PlayStation3,not specified,7.12
290,The Legend of Zelda: Ocarina of Time / Master Quest,2003,Nintendo,Action Adventure;Fantasy,GameCube,1 Player,9.67
291,Borderlands 2,2012,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,Up to 4 ,8.14
292,Tom Clancy's Splinter Cell,2003,UbisoftMontreal,Action Adventure;Modern;General;Modern,PC,No Online Multiplayer,8.34
293,Kentucky Route Zero - Act III,2014,CardboardComputer,Adventure;General,PC,not specified,8.33
294,NCAA Football 2003,2002,EASports,Sports;Traditional;Football;Sim,PlayStation2,1-8 ,8.42
295,Crysis,2007,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,No Online Multiplayer,7.47
296,Ninja Gaiden,2004,TeamNinja,Action Adventure;Fantasy,Xbox,1 Player,8.5
297,God of War: Chains of Olympus,2008,ReadyatDawn,Action Adventure;Fantasy;Fantasy;Linear,PSP,No Online Multiplayer,8.54
298,DOA2: Hardcore,2000,TeamNinja,Action;Fighting;3D,PlayStation2,1-4 ,7.68
299,World of Warcraft: The Burning Crusade,2007,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,Massively Multiplayer,6.98
300,MLB 10: The Show,2010,SCEA,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,not specified,8.1
301,Shadow of the Colossus,2018,"BluepointGames,SCEJapanStudio",Action Adventure;General,PlayStation4,No Online Multiplayer,8.15
302,Yoshi's Island: Super Mario Advance 3,2002,Nintendo,Action;Platformer;2D,GameBoyAdvance,1-4 ,9.71
303,The Witcher 3: Wild Hunt - Blood and Wine,2016,CDProjektRedStudio,Role-Playing;Action RPG,PlayStation4,not specified,9.52
304,Tiger Woods PGA Tour 2005,2004,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,1-8 ,9.11
305,ESPN NFL Football,2003,VisualConcepts,Sports;Traditional;Football;Sim,Xbox,1-4 ,9.22
306,NCAA Football 2003,2002,EASports,Sports;Traditional;Football;Sim,GameCube,1-2 ,8.42
307,The Longest Journey,2000,Funcom,Adventure;Third-Person;Point-and-Click;Fantasy;Fantasy,PC,1 Player,8.33
308,Tony Hawk's Pro Skater 2,2000,NeversoftEntertainment,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,1-4 ,8.12
309,Star Wars Jedi Knight: Dark Forces II,1997,LucasArts,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,PC,1-32 ,9.28
310,Batman: Arkham Asylum,2009,RocksteadyStudios,Action Adventure;Fantasy;General;Fantasy,PC,No Online Multiplayer,8.65
311,Halo: Reach,2010,Bungie,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,1-4 ,8.24
312,Galactic Civilizations II: Dark Avatar,2007,Stardock,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,1 Player,8.5
313,Mass Effect,2007,BioWare,Role-Playing;Action RPG;Console-style RPG;Japanese-Style;Western-Style,Xbox360,No Online Multiplayer,8.38
314,The Operative: No One Lives Forever,2000,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,1-16 ,9.17
315,Forza Motorsport 4,2011,Turn10,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,not specified,8.89
316,Resident Evil,1996,Capcom,Action Adventure;Horror,PlayStation,1 Player,9.13
317,Battlefield 2,2005,DigitalIllusions,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,64  Online,7.85
318,God of War Collection,2009,BluepointGames,Miscellaneous;Action Adventure;Fantasy;Compilation;Compilation,PlayStation3,No Online Multiplayer,8.44
319,Celeste,2018,MattMakesGamesInc.,Action;Platformer;2D,PlayStation4,No Online Multiplayer,8.64
320,Madden NFL 2005,2004,EATiburon,Sports;Traditional;Football;Sim,PlayStation2,2  Online,7.74
321,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,not specified,8.17
322,Street Fighter IV,2009,Capcom,Action;Fighting;Fighting;3D;2D;3D,PC,2  Online,7.16
323,Fallout 3,2008,BethesdaGameStudios,Role-Playing;First-Person;First-Person;Western-Style,PC,No Online Multiplayer,8.04
324,Batman: Arkham City,2011,RocksteadyStudios,Action Adventure;Fantasy;Fantasy;Open-World,PC,not specified,8.96
325,Fez,2013,PolytronCorp.,Action;Platformer;Platformer;2D;2D,PC,1 Player,7.32
326,Planescape: Torment,1999,BlackIsleStudios,Role-Playing;General;PC-style RPG;Western-Style,PC,No Online Multiplayer,9.67
327,Sonic Mania Plus,2018,Sega,Action;Platformer;2D,Switch,2 ,9.61
328,Gears of War 3,2011,EpicGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,Up to 10 ,8.33
329,Killzone 2,2009,Guerrilla,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,32  Online,7.87
330,Neverwinter Nights,2002,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,Online Multiplayer,7.74
331,Batman: Arkham Asylum,2009,RocksteadyStudios,Action Adventure;Fantasy;General;Fantasy,PlayStation3,No Online Multiplayer,8.65
332,Castlevania: Aria of Sorrow,2003,KCET,Action;Platformer;2D,GameBoyAdvance,1-2 ,9.67
333,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,2002,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,not specified,7.93
334,INSIDE,2016,PLAYDEAD,Action;Platformer;2D,PlayStation4,not specified,8.57
335,Legacy of Kain: Soul Reaver,1999,CrystalDynamics,Action Adventure;Horror,PlayStation,1 Player,9.41
336,Dragon Age: Origins,2009,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,No Online Multiplayer,8.19
337,Dead Cells,2018,MotionTwin,Action;Platformer;2D,XboxOne,No Online Multiplayer,7.95
338,Golden Sun,2001,CamelotSoftwarePlanning,Role-Playing;Console-style RPG,GameBoyAdvance,1-2 ,9.24
339,Rayman Legends,2013,UbisoftMontpellier,Action;Platformer;Platformer;2D;2D,PlayStation3,not specified,8.95
340,Mark of the Ninja,2012,KleiEntertainment,Action;Platformer;Platformer;2D;2D,PC,No Online Multiplayer,8.6
341,World Soccer Winning Eleven 8 International,2005,KCET,Sports;Traditional;Soccer;Sim,PlayStation2,1-8 ,9.11
342,SteamWorld Heist: Ultimate Edition,2017,Image&Form,Strategy;Turn-Based;General,Switch,No Online Multiplayer,8.75
343,The Legend of Zelda: A Link Between Worlds,2013,Nintendo,Action RPG;Role-Playing;Action Adventure;General;Action RPG;Open-World,3DS,No Online Multiplayer,8.9
344,Dark Souls II,2014,FromSoftware,Action RPG;Role-Playing;Action RPG,PC,Up to 4 ,7.14
345,Castlevania: Circle of the Moon,2001,KCEK,Action;Platformer;2D,GameBoyAdvance,1 Player,8.54
346,Far Cry 3,2012,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,Xbox360,Up to 4 ,7.79
347,Dark Souls II,2014,FromSoftware,Action RPG;Role-Playing;Action RPG,PlayStation3,Up to 4 ,7.14
348,Shovel Knight: Treasure Trove,2017,YachtClubGames,Action;Platformer;2D,Switch,No Online Multiplayer,8.31
349,flower,2013,BluepointGames,General;Miscellaneous;General,PlayStation4,1 Player,7.29
350,Mario Kart DS,2005,Nintendo,Driving;Racing;Arcade;Kart;Kart;Automobile,DS,4  Online,8.67
351,Call of Duty,2003,InfinityWard,Action;Shooter;Shooter;First-Person;Third-Person;Historic;Tactical;Historic;Arcade,PC,1-32 ,8.55
352,Madden NFL 2004,2003,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PC,1-8 ,8.26
353,Mario Golf,1999,CamelotSoftwarePlanning,Sports;Traditional;Golf;Arcade,Nintendo64,1-4 ,8.25
354,Crash Bandicoot 3: Warped,1998,NaughtyDog,Action;Platformer;3D,PlayStation,1 Player,9.31
355,Assassin's Creed II,2009,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,Xbox360,No Online Multiplayer,8.31
356,Project Gotham Racing 2,2003,BizarreCreations,Driving;Racing;GT / Street,Xbox,8  Online,8.76
357,NBA 2K12,2011,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,not specified,6.77
358,The Sims 2,2004,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,No Online Multiplayer,9.04
359,World of Warcraft: Cataclysm,2010,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,Massively Multiplayer,4.94
360,Half-Life 2,2005,ValveSoftware,Action;Shooter;First-Person;Sci-Fi,Xbox,1 Player,8.98
361,NCAA Football 2003,2002,EASports,Sports;Traditional;Football;Sim,Xbox,1-4 ,8.42
362,Rayman 2: The Great Escape,1999,UbisoftMontpellier,Action;Platformer;3D,Nintendo64,1 Player,9.57
363,Bayonetta,2010,PlatinumGames,Action;Action Adventure;Beat-'Em-Up;Fantasy;Beat-'Em-Up;Linear,Xbox360,No Online Multiplayer,7.9
364,Diablo III: Ultimate Evil Edition,2014,BlizzardEntertainment,Action RPG;Role-Playing;Action RPG,PlayStation4,Up to 4 ,8.11
365,Overwatch,2016,BlizzardEntertainment,Action;Shooter;First-Person;Tactical,PlayStation4,Up to 12 ,6.2
366,Far Cry 3,2012,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation3,Up to 4 ,7.79
367,ICO,2001,SCEJapanStudio,Action Adventure;Fantasy,PlayStation2,1 Player,8.76
368,Tom Clancy's Ghost Recon Advanced Warfighter,2006,UbisoftParis,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,Xbox360,1-16 ,8.1
369,FIFA Soccer 12,2011,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,not specified,6.82
370,World of Goo,2008,2DBoy,Miscellaneous;Puzzle;Action;Puzzle;General;Puzzle;General,PC,1-2 ,8.52
371,Mario & Luigi: Superstar Saga,2003,AlphadreamCorporation,Role-Playing;Console-style RPG,GameBoyAdvance,1-4 ,9.43
372,Shovel Knight,2015,YachtClubGames,Action;Platformer;2D,PlayStation4,not specified,8.7
373,Tony Hawk's Underground,2003,NeversoftEntertainment,Sports;Alternative;Skateboarding,PlayStation2,1-8 ,8.91
374,Marvel vs. Capcom 2,2000,Capcom,Action;Fighting;2D,Dreamcast,not specified,9.35
375,Ape Escape,1999,SCEI,Action;Platformer;3D,PlayStation,1 Player,9.17
376,Syphon Filter,1999,Eidetic,Action;Shooter;Third-Person;Modern,PlayStation,1 Player,8.67
377,Mario & Luigi: Bowser's Inside Story,2009,AlphadreamCorporation,Role-Playing;Action RPG;Console-style RPG;Console-style RPG;Japanese-Style,DS,No Online Multiplayer,9.14
378,Trials Evolution,2012,"Ubisoft,RedLynx",Driving;Racing;Simulation;Motorcycle;Automobile;Street;Street,Xbox360,not specified,8.76
379,Grand Theft Auto IV: The Lost and Damned,2009,RockstarNorth,Action Adventure;Modern;Modern;Open-World,Xbox360,not specified,8.43
380,FIFA Soccer 12,2011,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,not specified,6.82
381,Spelunky,2013,DerekYu,Action;Platformer;Platformer;2D;2D,PC,No Online Multiplayer,7.47
382,FIFA Soccer 10,2009,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,Up to 20 ,7.03
383,Ratchet & Clank: Going Commando,2003,InsomniacGames,Action;Platformer;3D,PlayStation2,1 Player,9.48
384,NBA Street Vol. 2,2003,ElectronicArts,Sports;Traditional;Basketball;Arcade,PlayStation2,1-4 ,9.22
385,Tennis 2K2,2001,Hitmaker,Sports;Traditional;Tennis,Dreamcast,not specified,8.5
386,Black & White,2001,LionheadStudios,Strategy;Real-Time;Fantasy;General;Fantasy,PC,not specified,7.36
387,Fallout 3,2008,BethesdaGameStudios,Role-Playing;First-Person;First-Person;Western-Style,PlayStation3,No Online Multiplayer,8.04
388,The Legend of Zelda: The Wind Waker HD,2013,"Nintendo,HexaDrive",Action Adventure;Fantasy;Fantasy;Open-World,WiiU,No Online Multiplayer,9.4
389,ESPN NFL 2K5,2004,VisualConcepts,Sports;Traditional;Football;Sim,PlayStation2,1-2 ,8.84
390,Portal,2007,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,1 Player,9.2
391,The Legend of Zelda: Phantom Hourglass,2007,Nintendo,Action Adventure;Fantasy;Fantasy;Open-World,DS,2 ,7.71
392,MVP Baseball 2004,2004,EASports,Sports;Traditional;Baseball;Sim,PlayStation2,1-2 ,8.41
393,Tony Hawk's Pro Skater 3,2002,VicariousVisions,Sports;Alternative;Skateboarding,GameBoyAdvance,not specified,8.17
394,Dance Dance Revolution,2001,Konami,Miscellaneous;Rhythm;Dancing,PlayStation,1-2 ,9.43
395,NHL 2001,2000,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PC,1-8 ,8.8
396,Advance Wars: Dual Strike,2005,IntelligentSystems,Strategy;Turn-Based;Modern;Modern;Tactics,DS,No Online Multiplayer,8.96
397,Rayman Legends,2014,UbisoftMontpellier,Platformer;2D;Action;Platformer;2D,PlayStation4,No Online Multiplayer,8.95
398,MLB 11: The Show,2011,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,not specified,9.15
399,NieR: Automata - Become as Gods Edition,2018,PlatinumGames,Role-Playing;Action RPG,XboxOne,No Online Multiplayer,8.78
400,Jak and Daxter: The Precursor Legacy,2001,NaughtyDog,Action;Platformer;3D,PlayStation2,1 Player,8.86
401,Star Wars Rogue Leader: Rogue Squadron II,2001,Factor5,Simulation;Sci-Fi;Small Spaceship,GameCube,1 Player,9.09
402,Monster Hunter: World,2018,Capcom,Role-Playing;Action RPG,XboxOne,Up to 16 ,7.21
403,Stephen's Sausage Roll,2016,increpare,Puzzle;Action;General,PC,No Online Multiplayer,7.0
404,Velocity 2X,2014,FuturLab,Shooter;Scrolling;Action;General;Shooter;Scrolling;Shoot-'Em-Up;Vertical,PlayStationVita,not specified,6.73
405,Burnout Revenge,2005,CriterionGames,Driving;Racing;Arcade,PlayStation2,6  Online,8.03
406,Tony Hawk's Pro Skater 3,2002,GearboxSoftware,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,1-8 ,8.17
407,NBA 2K2,2002,VisualConcepts,Sports;Traditional;Basketball;Sim,GameCube,1-4 ,8.82
408,NCAA Football 2002,2001,EASports,Sports;Traditional;Football;Sim,PlayStation2,1-8 ,9.08
409,Unreal Tournament,2001,SecretLevel,Action;Shooter;First-Person;Sci-Fi,Dreamcast,not specified,9.5
410,Deus Ex,2000,IonStorm,Action Adventure;Sci-Fi;Sci-Fi;General,PC,1 Player,9.42
411,Donkey Kong 64,1999,RareLtd.,Action;Platformer;3D,Nintendo64,1-4 ,8.27
412,Panzer Dragoon Orta,2003,Smilebit,Action;Shooter;Rail,Xbox,1 Player,8.23
413,Dead Cells,2018,MotionTwin,Action;Platformer;2D,Switch,No Online Multiplayer,7.95
414,Portal: Still Alive,2008,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,1 Player,8.6
415,Half-Life 2: Episode Two,2007,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,1 Player,9.07
416,Fez,2014,PolytronCorp.,Action;Platformer;Platformer;2D;2D,PlayStation4,1 Player,7.32
417,Braid,2009,"NumberNoneInc.,KnockoutGames",Action;Platformer;Platformer;2D;2D,PC,1 Player,8.54
418,The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,2004,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,1 Player,8.59
419,Shin Megami Tensei: Persona 4,2008,AtlusCo.,Role-Playing;Console-style RPG,PlayStation2,1 Player,9.14
420,MLB 09: The Show,2009,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,not specified,8.89
421,Blast Corps,1997,RareLtd.,Action;General,Nintendo64,1 Player,9.12
422,Shovel Knight,2014,YachtClubGames,Platformer;2D;Action;Platformer;2D,3DS,No Online Multiplayer,8.7
423,MVP Baseball 2004,2004,EASports,Sports;Traditional;Baseball;Sim,Xbox,1-2 ,8.41
