Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore
2754,Captain Toad: Treasure Tracker,2018,"NintendoEADTokyo,NintendoSoftwareTechnology",Action;Platformer;3D,Switch,2 ,8.47
2755,Toki Tori,2018,TwoTribes,Puzzle;Action,Switch,No Online Multiplayer,
2756,Azure Striker Gunvolt: Striker Pack,2017,IntiCreates,Miscellaneous;Compilation,Switch,No Online Multiplayer,7.0
2757,Rock Band Rivals,2016,HarmonixMusicSystems,Action;Rhythm;Music,XboxOne,not specified,
2758,Resident Evil HD Remaster,2015,Capcom,Horror;Action Adventure;Survival,XboxOne,not specified,8.37
2759,Far Cry 4,2014,UbisoftMontreal,Action;Shooter;First-Person;Modern;Arcade,XboxOne,Up to 10 ,7.67
2760,Age of Wonders III - Golden Realms,2014,TriumphStudios,Fantasy;Strategy;Turn-Based;General,PC,not specified,9.18
2761,Enslaved: Odyssey to the West,2010,NinjaTheory,Action Adventure;Modern;General;Modern,Xbox360,No Online Multiplayer,8.21
2762,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,PC,not specified,7.2
2763,Ys VIII: Lacrimosa of DANA,2018,Falcom,Role-Playing;Action RPG,Switch,No Online Multiplayer,8.66
2764,Prince of Persia,2008,UbisoftMontreal,Action Adventure;Fantasy;General;Fantasy,PC,1 Player,6.02
2765,Halo Wars,2009,EnsembleStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,Xbox360,6  Online,7.41
2766,PixelJunk Monsters Encore,2008,Q-Games,Strategy;Real-Time;Fantasy;Fantasy;Defense,PlayStation3,2  Online,10.0
2767,Joint Operations: Typhoon Rising,2004,NovaLogic,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,64+  Online,9.35
2768,MotorStorm: Pacific Rift,2008,EvolutionStudios,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PlayStation3,12  Online,8.11
2769,Xpand Rally,2006,Techland,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,1-4 ,7.54
2770,Prey,2017,ArkaneStudios,General;Action;Shooter;First-Person;Arcade,PC,No Online Multiplayer,7.59
2771,Dark Souls II: Crown of the Sunken King,2014,NamcoBandaiGames,Role-Playing;Action RPG,PC,not specified,6.78
2772,The Walking Dead: Episode 4 - Around Every Corner,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,Xbox360,not specified,8.29
2773,SSX,2012,EACanada,Sports;Alternative;Individual;Snowboarding;Snowboarding;Ski / Snowboard,Xbox360,1 Player,6.57
2774,Enter the Gungeon,2016,DodgeRoll,Action;General,PlayStation4,not specified,7.39
2775,Shantae: Half-Genie Hero,2017,WayForward,Action;Platformer;2D,Switch,No Online Multiplayer,7.5
2776,Resident Evil HD Remaster,2015,Capcom,Action Adventure;Horror;Survival,PC,No Online Multiplayer,8.37
2777,Disgaea 4: A Promise Revisited,2014,NipponIchiSoftware,Fantasy;Strategy;Turn-Based;Fantasy;Tactics,PlayStationVita,No Online Multiplayer,9.0
2778,Year Walk,2015,Simogo,Adventure;3D;First-Person,WiiU,not specified,7.62
2779,You Don't Know Jack,2011,"Jellyvision,IronGalaxyStudios",Miscellaneous;Trivia / Game Show;Trivia / Game Show,PlayStation3,4  Online,8.16
2780,The Lord of the Rings: The Two Towers,2002,StormfrontStudios,Action;Beat-'Em-Up,PlayStation2,1 Player,8.31
2781,Celtic Kings: Rage of War,2002,"Haemimont,HaemimontGames",Strategy;Real-Time;Historic;General;Historic,PC,1-8 ,8.0
2782,ATV Offroad Fury,2001,RainbowStudios,Driving;Racing;Rally / Offroad,PlayStation2,1-2 ,7.73
2783,B-17 Flying Fortress: The Mighty 8th,2000,WaywardSimulations,Simulation;Flight;WWII;WWII;Combat,PC,1 Player,10.0
2784,EverQuest: The Scars of Velious,2000,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,Massively Multiplayer,10.0
2785,Suikoden II,1999,Konami,Role-Playing;Console-style RPG,PlayStation,1 Player,9.89
2786,Final Fight One,2001,Sun-Tec,Action;Beat-'Em-Up,GameBoyAdvance,1-2 ,7.17
2787,Tom Clancy's Splinter Cell: Blacklist,2013,UbisoftToronto,Action Adventure;Modern;General;Modern,Xbox360,not specified,6.49
2788,SteamWorld Dig,2014,Image&Form,Action;Action Adventure;General;Platformer;2D,PlayStation4,not specified,8.02
2789,Tekken 7,2017,BandaiNamcoGames,Action;Fighting;3D,PlayStation4,Up to 8 ,6.63
2790,Metro: Last Light,2013,4AGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,not specified,8.31
2791,Rising Storm,2013,AntimatterGames,Action;Shooter;Shooter;First-Person;Historic;Arcade,PC,not specified,8.48
2792,NCAA Football 12,2011,EASports,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,not specified,6.48
2793,Lethal League,2014,Reptile,Action;Fighting;2D,PC,not specified,8.11
2794,Puzzle Quest: Challenge of the Warlords,2007,1stPlayableProductions,Miscellaneous;Puzzle;Puzzle;Puzzle;Matching;Matching,DS,1-2 ,8.44
2795,Ninja Five-O,2003,Hudson,Action;Platformer;2D,GameBoyAdvance,1 Player,9.5
2796,Madden NFL 18,2017,EASports,Sports;Team;Football;Sim,XboxOne,Up to 6 ,3.23
2797,Botanicula,2012,AmanitaDesign,Adventure;General;Third-Person;General;Point-and-Click;Fantasy,PC,not specified,8.51
2798,OutRun 2006: Coast 2 Coast,2006,SumoDigital,Driving;Racing;Arcade;Arcade;Automobile,PSP,6  Online,7.82
2799,"Nine Hours, Nine Persons, Nine Doors",2010,ChunSoft,Action Adventure;Adventure;General;Horror;3D;Visual Novel;First-Person;Modern;Modern,DS,not specified,8.04
2800,Darkest Dungeon: The Crimson Court,2017,RedHookStudios,Role-Playing;General,PC,not specified,
2801,She Remembered Caterpillars,2017,YsbrydGames,Puzzle;Action,PC,No Online Multiplayer,6.0
2802,College Hoops 2K7,2006,2KSports,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,8  Online,9.43
2803,Joe Danger 2: The Movie,2012,HelloGames,Action;Racing;General;General;Arcade;Other,Xbox360,not specified,9.0
2804,Catherine,2011,Atlus,Action Adventure;Horror;Horror;Survival,Xbox360,1-2 ,7.95
2805,Pro Evolution Soccer 2015,2014,Konami,Sports;Traditional;Team;Soccer;Sim,PC,not specified,5.87
2806,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PlayStation4,Up to 22 ,4.22
2807,PixelJunk Shooter Ultimate,2014,DoubleEleven,Action;Shooter;Scrolling;Shoot-'Em-Up;Vertical,PlayStation4,not specified,6.8
2808,Bookworm Adventures Deluxe,2006,PopCap,Miscellaneous;Puzzle;Puzzle;General;Puzzle;Logic;General,PC,not specified,7.8
2809,de Blob,2008,BlueTongueEntertainment,Action;Platformer;Platformer;3D;3D,Wii,1-4 ,7.93
2810,The Lord of the Rings: The Battle for Middle-Earth,2004,EALA,Strategy;Real-Time;Fantasy;General;Fantasy,PC,4  Online,7.18
2811,ZEN Pinball 2,2013,ZenStudios,Action;Miscellaneous;Parlor;Pinball,PlayStation4,not specified,7.77
2812,Hitman: Blood Money,2006,IoInteractive,Action Adventure;Modern;General;Modern,PC,No Online Multiplayer,8.45
2813,Bleach: Dark Souls,2008,Treasure,Action;Fighting;Fighting;2D;2D,DS,Up to 4 ,9.0
2814,Burnout Paradise Remastered,2018,"CriterionGames,STELLARENTERTAINMENTSOFTWARELTD",Racing;Arcade;Automobile,PlayStation4,Up to 8 ,7.88
2815,RIVE: Ultimate Edition,2017,TwoTribes,Action;Platformer;2D,Switch,not specified,7.44
2816,Bulletstorm: Full Clip Edition,2017,PeopleCanFly,Action;Shooter;First-Person;Arcade,XboxOne,not specified,7.5
2817,Need for Speed: Most Wanted,2005,BlackBox,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,4  Online,8.3
2818,Saints Row 2,2008,VolitionInc.,Action Adventure;Modern;Modern;Open-World,PlayStation3,Up to 12 ,8.42
2819,Severed,2016,DrinkBoxStudios,Fantasy;Action Adventure;General,PlayStationVita,not specified,8.69
2820,Star Wars: Battlefront,2004,PandemicStudios,Action;Shooter;Third-Person;Sci-Fi,PlayStation2,16  Online,7.84
2821,OlliOlli2: Welcome to Olliwood,2015,roll7,Sports;Individual;Skate / Skateboard,PC,not specified,6.4
2822,WildStar,2014,CarbineStudios,Sci-Fi;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,Online Multiplayer,7.67
2823,Broken Age: Act 1,2014,DoubleFineProductions,General;Adventure;General;3D;Point-and-Click;Third-Person;Fantasy,PC,No Online Multiplayer,7.51
2824,Divinity II: The Dragon Knight Saga,2010,LarianStudios,Role-Playing;Miscellaneous;Action RPG;Compilation,PC,not specified,7.88
2825,Starship Defense,2010,Q-Games,Strategy;Real-Time;Sci-Fi;Sci-Fi;Defense,DS,1 Player,9.33
2826,Out of the Park Baseball 9,2008,OutOfTheParkDevelopments,Sports;Traditional;Baseball;Management,PC,32  Online,6.67
2827,Tekken 5: Dark Resurrection,2007,NamcoBandaiGames,Action;Fighting;Fighting;3D;3D,PlayStation3,1-2 ,7.9
2828,The Simpsons: Hit & Run,2003,RadicalEntertainment,Driving;Action Adventure;Mission-based;Mission-based;Open-World,PC,1 Player,7.87
2829,DDRMAX2 Dance Dance Revolution,2003,Konami,Miscellaneous;Rhythm;Dancing,PlayStation2,1-2 ,7.0
2830,NHL Hitz 20-03,2002,Midway,Sports;Traditional;Ice Hockey;Arcade,PlayStation2,1-4 ,8.78
2831,America's Army,2002,U.S.Army,Action;Shooter;Shooter;First-Person;Tactical;Modern,PC,1-16 ,7.38
2832,Star Trek Bridge Commander,2002,TotallyGames,Simulation;Sci-Fi;Space;Large Spaceship;Civilian,PC,1-8 ,9.0
2833,Seaman,2000,Vivarium,Strategy;Breeding/Constructing,Dreamcast,not specified,8.62
2834,The Last Express,1997,SmokingCarProductions,Adventure;General;General,PC,1 Player,8.3
2835,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,PlayStation3,Up to 20 ,7.73
2836,Resistance: Retribution,2009,SonyBend,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PSP,1-8 ,8.55
2837,Hustle Kings,2010,VooFooStudios,Sports;Miscellaneous;Parlor;Individual;Billiards;Billiards,PlayStation3,64+  Online,7.56
2838,Hot Shots Golf: Out of Bounds,2008,ClapHanz,Sports;Traditional;Individual;Golf;Arcade;Arcade,PlayStation3,44  Online,9.4
2839,Siesta Fiesta,2014,MojoBones,Puzzle;Action;General,3DS,not specified,9.0
2840,Quake 4,2005,RavenSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,16  Online,7.43
2841,Closure,2012,EyebrowInteractive,Action;Platformer;Platformer;2D;2D,PlayStation3,not specified,9.0
2842,Kingdom Hearts HD 2.5 ReMIX,2014,SquareEnix,Role-Playing;Action RPG;Miscellaneous;Compilation,PlayStation3,No Online Multiplayer,9.09
2843,Tom Clancy's Splinter Cell Chaos Theory,2005,UbisoftMontreal,Action Adventure;Modern,GameCube,1-2 ,8.86
2844,Dragon Quest Builders,2018,SquareEnix,Action Adventure;Sandbox,Switch,No Online Multiplayer,8.18
2845,Mega Man 10,2010,IntiCreates,Action;Platformer;Platformer;2D;2D,Wii,1 Player,8.5
2846,Starbound,2016,Chucklefish,Fantasy;General;Fantasy;Action Adventure;Sandbox,PC,Online Multiplayer,6.18
2847,KORG DS-10 PLUS,2010,AQInteractive,Miscellaneous;Music Maker;Music Maker;Application,DS,not specified,
2848,Condemned: Criminal Origins,2005,MonolithProductions,Action Adventure;Horror;Horror;Survival,Xbox360,1 Player,8.0
2849,Tony Hawk's Project 8,2006,NeversoftEntertainment,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,Xbox360,8  Online,6.57
2850,Saints Row IV,2013,VolitionInc.,Action Adventure;Modern;Modern;Open-World,Xbox360,2 ,7.08
2851,Injustice: Gods Among Us,2013,NetherRealmStudios,Action;Fighting;Fighting;2D;2D,Xbox360,not specified,8.29
2852,Nidhogg,2014,Messhof,General;Action;Miscellaneous;General,PC,1-2 ,6.86
2853,The Elder Scrolls V: Skyrim Special Edition,2016,BethesdaGameStudios,Role-Playing;Western-Style,PlayStation4,No Online Multiplayer,6.99
2854,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,not specified,5.33
2855,NBA 2K8,2007,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,8  Online,7.4
2856,Torment: Tides of Numenera,2017,InXileEntertainment,General;General;Role-Playing;Western-Style,PC,No Online Multiplayer,6.43
2857,Kalimba,2014,PressPlay,Action;General,XboxOne,not specified,8.75
2858,Tiger Woods PGA Tour 07,2006,EARedwoodShores,Sports;Traditional;Golf;Sim,Xbox,4  Online,7.25
2859,Metrico+,2016,DigitalDreams,Puzzle;Action,PlayStation4,not specified,
2860,NHL 14,2013,ElectronicArts,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,not specified,4.57
2861,Tekken 7,2017,BandaiNamcoGames,Action;Fighting;3D,XboxOne,Up to 8 ,6.63
2862,NBA 2K8,2007,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,10  Online,7.4
2863,To the Moon,2011,FreebirdGames,Role-Playing;Adventure;General;General;General,PC,No Online Multiplayer,8.89
2864,Madden NFL 15,2014,EASports,Sports;Traditional;Team;Football;Sim,PlayStation4,not specified,6.01
2865,Slime-san: Superslime Edition,2018,Fabraz,Action Adventure;Linear,PlayStation4,No Online Multiplayer,9.5
2866,Quadrilateral Cowboy,2016,BlendoGames,Simulation;Virtual;Career,PC,No Online Multiplayer,7.5
2867,Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,2012,BigHugeGames,Role-Playing;Action RPG;Action RPG,Xbox360,not specified,8.25
2868,The Sims 3: World Adventures,2009,TheSimsStudio,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,not specified,8.67
2869,Painkiller,2004,PeopleCanFly,Action;Shooter;Shooter;First-Person;Fantasy;Fantasy;Arcade,PC,1-16 ,7.07
2870,Disgaea 5 Complete,2017,NipponIchiSoftware,Strategy;Turn-Based;Tactics,Switch,No Online Multiplayer,8.75
2871,WarioWare: Touched!,2005,IntelligentSystems,Miscellaneous;Puzzle;Puzzle;General;Puzzle;Party / Minigame;General,DS,1 Player,8.52
2872,Plants vs Zombies: Garden Warfare 2,2016,PopCap,General;Action;Shooter;Third-Person;Tactical,PlayStation4,Up to 24 ,7.64
2873,NHL 2K6,2005,2KSports,Sports;Traditional;Ice Hockey;Sim,PlayStation2,10  Online,6.27
2874,Torchlight,2011,RunicGames,Role-Playing;Action RPG;Action RPG,Xbox360,not specified,8.06
2875,Warhammer: Vermintide 2,2018,FatsharkAB,Action;Shooter;First-Person;Arcade,XboxOne,Up to 4 ,6.93
2876,Danganronpa V3: Killing Harmony,2017,SpikeChunsoft,Action;General;Adventure;Visual Novel,PlayStation4,No Online Multiplayer,8.14
2877,Bomberman Ultra,2009,Hudson,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PlayStation3,8  Online,9.5
2878,Growlanser Generations,2004,CareerSoft,Role-Playing;General,PlayStation2,1 Player,8.5
2879,Airborne Assault: Highway to the Reich,2003,PantherGames,Strategy;Real-Time;Wargame;Real-Time;General,PC,1-2 ,6.0
2880,NCAA March Madness 2004,2003,EASports,Sports;Traditional;Basketball;Sim,Xbox,1-4 ,9.17
2881,Nancy Drew: Danger on Deception Island,2003,HerInteractive,Adventure;3D;First-Person;Modern;Modern,PC,1 Player,9.0
2882,Doom,2001,DavidA.PalmerProductions,Action;Shooter;First-Person;Sci-Fi,GameBoyAdvance,not specified,8.97
2883,NASCAR Heat 2002,2001,MonsterGamesInc.,Driving;Racing;Stock Car,PlayStation2,1-2 ,9.0
2884,Shadowrun: Hong Kong,2015,HarebrainedSchemesLLC,Role-Playing;Western-Style,PC,No Online Multiplayer,6.91
2885,Fieldrunners,2009,SubatomicStudios,Strategy;Real-Time;General;General;Defense,PSP,not specified,
2886,Kirby: Planet Robobot,2016,HALLabs,Action;Platformer;2D,3DS,not specified,8.77
2887,War Thunder,2013,GaijinEntertainment,Action;Simulation;Flight;Flight;Vehicle;Combat,PC,not specified,4.83
2888,Race Driver 2006,2006,SumoDigital,Driving;Racing;Simulation;General;General;Automobile,PSP,1-12 ,9.0
2889,Renegade Ops,2011,AvalancheStudios,Action;General;General;Shooter;Shoot-'Em-Up;Top-Down,Xbox360,not specified,8.33
2890,Where is My Heart?,2011,DieGuteFabrik,Action;Platformer;Platformer;2D;2D,PSP,not specified,
2891,Saints Row,2006,VolitionInc.,Action Adventure;Modern;Modern;Open-World,Xbox360,Up to 12 ,7.81
2892,Hitman - Episode 6: Hokkaido,2016,IoInteractive,Action Adventure;General,PlayStation4,not specified,9.0
2893,Art Academy: Lessons for Everyone,2012,"Nintendo,HeadstrongGames",Miscellaneous;Edutainment;Edutainment,3DS,not specified,9.0
2894,Lumines II,2006,QEntertainment,Miscellaneous;Puzzle;Puzzle;General;Puzzle;Matching;General,PSP,1-2 ,6.0
2895,Splatoon,2015,Nintendo,Fantasy;Action;Shooter;Third-Person;Arcade,WiiU,Up to 8 ,8.72
2896,Supreme Commander: Forged Alliance,2007,GasPoweredGames,Strategy;Real-Time;Sci-Fi;Sci-Fi;General;Command,PC,8  Online,9.31
2897,Drill Dozer,2006,GameFreak,Action;Platformer;2D,GameBoyAdvance,1 Player,10.0
2898,Super One More Jump,2018,SMGStudio,Action;Platformer;2D,Switch,not specified,9.0
2899,Oxenfree,2017,NightSchoolStudio,Action Adventure;Adventure;General,Switch,No Online Multiplayer,6.91
2900,Sunless Sea,2014,FailbetterGames,Sci-Fi;Action Adventure;General,PC,No Online Multiplayer,7.09
2901,The Walking Dead: Season Two Episode 3 - In Harm's Way,2014,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,not specified,8.13
2902,Duke Nukem Advance,2002,TorusGames,Action;Shooter;First-Person;Sci-Fi,GameBoyAdvance,1-4 ,9.33
2903,Marvel Heroes 2015,2014,Gazillion,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,not specified,8.04
2904,Football Manager 2016,2015,Sega,Sports;Team;Soccer;Management,PC,not specified,4.62
2905,Tearaway Unfolded,2015,MediaMolecule,Action Adventure;Adventure;General;Fantasy,PlayStation4,not specified,7.9
2906,Trackmania Turbo,2016,Nadeo,Racing;Arcade;Automobile,PlayStation4,Up to 32 ,7.3
2907,Ratchet: Deadlocked,2005,InsomniacGames,Action;Shooter;Third-Person;Sci-Fi,PlayStation2,10  Online,9.0
2908,Phantom Brave,2004,NipponIchiSoftware,Strategy;Turn-Based;Fantasy,PlayStation2,1 Player,6.33
2909,LEGO Star Wars II: The Original Trilogy,2006,Traveller'sTales,Action Adventure;Sci-Fi;Sci-Fi;General,Xbox360,1-2 ,8.93
2910,VVVVVV,2010,TerryCavanagh,Action;Platformer;Platformer;2D;2D,PC,No Online Multiplayer,7.57
2911,Monster Hunter Freedom Unite,2009,Capcom,Role-Playing;Action RPG;Action RPG,PSP,No Online Multiplayer,9.46
2912,Hellblade: Senua's Sacrifice,2017,NinjaTheory,Fantasy;Action Adventure;General,PlayStation4,No Online Multiplayer,7.76
2913,The Sims 4: Seasons,2018,Maxis,Simulation;Virtual;Virtual Life,PC,not specified,6.0
2914,Teslagrad,2017,RainGames,Action;Platformer;2D,Switch,No Online Multiplayer,9.0
2915,Call of Duty: Black Ops III,2015,Treyarch,Action;Shooter;First-Person;Arcade,XboxOne,Up to 18 ,5.11
2916,Darksiders II,2012,VigilGames,Action Adventure;Modern;Fantasy;Fantasy;Open-World,PC,not specified,7.85
2917,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,2010,NipponIchiSoftware,Role-Playing;General;General,PSP,not specified,7.67
2918,NBA 2K7,2006,"KushGames,VisualConcepts",Sports;Traditional;Basketball;Sim,PlayStation2,10  Online,7.62
2919,Saints Row 2,2008,VolitionInc.,Action Adventure;Modern;Modern;Open-World,Xbox360,Up to 12 ,8.42
2920,Tom Clancy's Rainbow Six Vegas 2,2008,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PlayStation3,16  Online,7.19
2921,Overcooked! 2,2018,GhostTownGamesLtd.,Action;Arcade,PlayStation4,Up to 4 ,7.2
2922,Resident Evil 5: Lost in Nightmares,2010,Capcom,Action Adventure;Horror;Horror;Survival,PlayStation3,not specified,7.29
2923,Mario & Luigi: Superstar Saga + Bowser's Minions,2017,AlphadreamCorporation,Role-Playing;Japanese-Style,3DS,No Online Multiplayer,8.23
2924,Wolfenstein: The New Order,2014,MachineGames,General;Action;Shooter;First-Person;Historic;Arcade,PC,No Online Multiplayer,7.82
2925,Fallout: New Vegas - Old World Blues,2011,ObsidianEntertainment,Role-Playing;First-Person;First-Person;Western-Style,PlayStation3,not specified,7.86
2926,Super Mega Baseball 2,2018,MetalheadSoftware,Sports;Baseball;Arcade;Team,XboxOne,Up to 4 ,8.89
2927,Mega Man Anniversary Collection,2004,AtomicPlanetEntertainment,Miscellaneous;Compilation,PlayStation2,1 Player,9.14
2928,The Sims Bustin' Out,2003,Maxis,Miscellaneous;Virtual Life,PlayStation2,1-2 ,8.81
2929,Mortal Kombat: Deadly Alliance,2002,Midway,Action;Fighting;3D,Xbox,1-2 ,8.31
2930,Medal of Honor Frontline,2002,EALA,Action;Shooter;First-Person;Historic,Xbox,1-4 ,8.48
2931,NHL Hitz 20-03,2002,BlackBox,Sports;Traditional;Ice Hockey;Arcade,Xbox,1-4 ,8.78
2932,Star Wars: Jedi Starfighter,2002,LucasArts,Simulation;Sci-Fi;Small Spaceship,PlayStation2,1-2 ,
2933,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,GameCube,1-4 ,6.25
2934,TimeSplitters,2000,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,PlayStation2,1-4 ,8.4
2935,Downwell,2015,Moppin,Action;General,PC,No Online Multiplayer,6.9
2936,From Dust,2011,UbisoftMontpellier,Strategy;Adventure;General;General;General,PlayStation3,not specified,7.38
2937,Phoenix Wright: Ace Attorney - Dual Destinies,2013,Capcom,Adventure;General;General;Visual Novel,3DS,No Online Multiplayer,8.44
2938,Lone Survivor,2012,superflatgames,Action Adventure;Horror;Horror;Survival,PC,No Online Multiplayer,7.32
2939,NCAA Football 08,2007,EASports,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,2  Online,5.87
2940,Deus Ex: Mankind Divided - A Criminal Past,2017,EidosMontreal,Action Adventure;General,PlayStation4,not specified,7.67
2941,Call of Duty: Advanced Warfare,2014,SledgehammerGames,Action;Shooter;First-Person;Modern;Arcade,XboxOne,Up to 18 ,5.82
2942,Capcom Classics Collection,2005,DigitalEclipse,Miscellaneous;Compilation,Xbox,1-3 ,
2943,Rising Storm 2: Vietnam,2017,AntimatterGames,Action;Shooter;First-Person;Tactical,PC,Online Multiplayer,7.55
2944,Alien: Isolation,2014,CreativeAssembly,Action Adventure;Sci-Fi;General;Survival,PC,No Online Multiplayer,8.31
2945,Phantom Dust,2005,MicrosoftGameStudiosJapan,Action;Shooter;Third-Person;Sci-Fi,Xbox,4  Online,8.43
2946,The Witcher,2007,CDProjektRedStudio,Role-Playing;Action RPG;Action RPG,PC,No Online Multiplayer,8.46
2947,Phoenix Wright: Ace Attorney Trilogy,2014,NATSUMEATARIInc.,Miscellaneous;Compilation,3DS,not specified,8.46
2948,Kentucky Route Zero - Act I,2013,CardboardComputer,Adventure;General;General,PC,not specified,5.62
2949,Call of Duty: Black Ops II,2012,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Modern;Arcade,WiiU,not specified,5.29
2950,Lone Survivor: The Director's Cut,2013,"CurveStudios,superflatgames",Action Adventure;Horror;Horror;Survival,PlayStationVita,not specified,8.26
2951,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,Wii,1 Player,7.67
2952,Dishonored: The Brigmore Witches,2013,ArkaneStudios,Action Adventure;Modern;General;Modern,Xbox360,not specified,9.5
2953,Life is Strange: Episode 3 - Chaos Theory,2015,DONTNODEntertainment,Action Adventure;General,PlayStation4,not specified,9.31
2954,Virtua Fighter 5 Final Showdown,2012,SegaAM2,Action;Fighting;Fighting;3D;3D,Xbox360,not specified,9.75
2955,Life is Strange: Before the Storm - Episode 3: Hell is Empty,2017,DeckNineGames,Action Adventure;General,XboxOne,not specified,
2956,Mega Man Zero 2,2003,Inti,Action;Platformer;2D,GameBoyAdvance,1-2 ,9.8
2957,Major League Baseball 2K5,2005,KushGames,Sports;Traditional;Baseball;Sim,Xbox,2  Online,8.14
2958,FAST Racing NEO,2015,Shin'en,Driving;Racing;Arcade;Futuristic,WiiU,not specified,8.75
2959,Gunslugs,2014,AbstractionGames,Action;General,PlayStationVita,not specified,4.33
2960,Jade Empire: Special Edition,2007,BioWare,Role-Playing;Action RPG;Action RPG,PC,No Online Multiplayer,7.22
2961,Sensible World of Soccer,2007,Codemasters,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,2  Online,7.38
2962,Fortnite,2017,EpicGames,Action;General;General;Shooter;Third-Person;Tactical,PC,Massively Multiplayer,3.73
2963,Mighty Milky Way,2011,WayForward,Miscellaneous;Puzzle;Action;Puzzle;Action,DS,1 Player,9.0
2964,Shift 2: Unleashed,2011,SlightlyMadStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation3,not specified,5.76
2965,NFL Street,2004,EATiburon,Sports;Traditional;Football;Arcade,GameCube,1-4 ,7.62
2966,Time Crisis 3,2003,Namco,Action;Shooter;Light Gun,PlayStation2,1-2 ,8.75
2967,Pro Race Driver,2002,Codemasters,Driving;Racing;GT / Street,PlayStation2,1-4 ,8.33
2968,Time Crisis II,2001,Namco,Action;Shooter;Light Gun,PlayStation2,1-2 ,8.75
2969,SWAT 3: Elite Edition,2000,SierraEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern,PC,not specified,7.83
2970,Asheron's Call,1999,TurbineInc.,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,Massively Multiplayer,9.78
2971,Brave Fencer Musashi,1998,SquareSoft,Role-Playing;Action RPG,PlayStation,1 Player,9.4
2972,Trauma Center: Under the Knife,2005,ITL,Action;Simulation;General;General;Virtual;Career,DS,1 Player,9.0
2973,"Sakura Wars: So Long, My Love",2010,REDEntertainment,Strategy;Turn-Based;Fantasy,PlayStation2,not specified,
2974,Mario Golf: Toadstool Tour,2003,CamelotSoftwarePlanning,Sports;Traditional;Golf;Arcade,GameCube,1-4 ,7.6
2975,Cities: Skylines - PlayStation 4 Edition,2017,Tantalus,Strategy;Management;Government,PlayStation4,No Online Multiplayer,8.14
2976,Unravel,2016,ColdwoodInteractive,Action;Platformer;2D,PC,not specified,7.86
2977,page not found,not specified,not specified,no genre,not specified,not specified,
2978,Midnight Club II,2003,RockstarSanDiego,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,1-8 ,8.66
2979,Chessmaster 10th Edition,2004,Ubisoft,Miscellaneous;Board Games;Board Games,PC,1-2 ,6.83
2980,Hitman: Blood Money,2006,IoInteractive,Action Adventure;Modern,Xbox,1 Player,8.45
2981,VOEZ,2017,FlyhighWorks,Action;Rhythm;Music,Switch,No Online Multiplayer,8.38
