Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore,labels
2812,Hitman: Blood Money,2006,IoInteractive,Action Adventure;Modern;General;Modern,PC,No Online Multiplayer,8.45,"hitman,silent,perfect,new,awesome"
2813,Bleach: Dark Souls,2008,Treasure,Action;Fighting;Fighting;2D;2D,DS,Up to 4 ,9.0,"dark,fun,favorite,tight,responsive"
2814,Burnout Paradise Remastered,2018,"CriterionGames,STELLARENTERTAINMENTSOFTWARELTD",Racing;Arcade;Automobile,PlayStation4,Up to 8 ,7.88,"original,old,new,fun,fast"
2815,RIVE: Ultimate Edition,2017,TwoTribes,Action;Platformer;2D,Switch,not specified,7.44,"difficult,stick,amazing,hard,rive"
2816,Bulletstorm: Full Clip Edition,2017,PeopleCanFly,Action;Shooter;First-Person;Arcade,XboxOne,not specified,7.5,"new,’,original,skill,duke"
2817,Need for Speed: Most Wanted,2005,BlackBox,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,4  Online,8.3,"wanted,nfs,awesome,underground,new"
2818,Saints Row 2,2008,VolitionInc.,Action Adventure;Modern;Modern;Open-World,PlayStation3,Up to 12 ,8.42,"gta,fun,grand,new,hilarious"
2819,Severed,2016,DrinkBoxStudios,Fantasy;Action Adventure;General,PlayStationVita,not specified,8.69,"vita,touch,dark,unique,easy"
2820,Star Wars: Battlefront,2004,PandemicStudios,Action;Shooter;Third-Person;Sci-Fi,PlayStation2,16  Online,7.84,"fun,decent,awesome,minor,galactic"
2821,OlliOlli2: Welcome to Olliwood,2015,roll7,Sports;Individual;Skate / Skateboard,PC,not specified,6.4,"free,tony,new,hard,difficult"
2822,WildStar,2014,CarbineStudios,Sci-Fi;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,Online Multiplayer,7.67,"new,hard,long,old,fun"
2823,Broken Age: Act 1,2014,DoubleFineProductions,General;Adventure;General;3D;Point-and-Click;Third-Person;Fantasy,PC,No Online Multiplayer,7.51,"easy,act,double,fantastic,big"
2824,Divinity II: The Dragon Knight Saga,2010,LarianStudios,Role-Playing;Miscellaneous;Action RPG;Compilation,PC,not specified,7.88,"interesting,big,excellent,small,fun"
2825,Starship Defense,2010,Q-Games,Strategy;Real-Time;Sci-Fi;Sci-Fi;Defense,DS,1 Player,9.33,"perfect,small,pretty,basic,total"
2826,Out of the Park Baseball 9,2008,OutOfTheParkDevelopments,Sports;Traditional;Baseball;Management,PC,32  Online,6.67,"new,willing,slight,polished,big"
2827,Tekken 5: Dark Resurrection,2007,NamcoBandaiGames,Action;Fighting;Fighting;3D;3D,PlayStation3,1-2 ,7.9,"original,tekken,new,arcade,excellent"
2828,The Simpsons: Hit & Run,2003,RadicalEntertainment,Driving;Action Adventure;Mission-based;Mission-based;Open-World,PC,1 Player,7.87,"grand,hard,funny,fun,big"
2829,DDRMAX2 Dance Dance Revolution,2003,Konami,Miscellaneous;Rhythm;Dancing,PlayStation2,1-2 ,7.0,"ddr,cheese-ass,puke-chunk,fun,new"
2830,NHL Hitz 20-03,2002,Midway,Sports;Traditional;Ice Hockey;Arcade,PlayStation2,1-4 ,8.78,"nhl,hockey,hitz,pro,arcade"
2831,America's Army,2002,U.S.Army,Action;Shooter;Shooter;First-Person;Tactical;Modern,PC,1-16 ,7.38,"realistic,awesome,boring,complete,important"
2832,Star Trek Bridge Commander,2002,TotallyGames,Simulation;Sci-Fi;Space;Large Spaceship;Civilian,PC,1-8 ,9.0,"new,trek,fun,quick,cool"
2833,Seaman,2000,Vivarium,Strategy;Breeding/Constructing,Dreamcast,not specified,8.62,"weird,novel,awesome,confusing,rewarding"
2834,The Last Express,1997,SmokingCarProductions,Adventure;General;General,PC,1 Player,8.3,"horrible,fun,immersive,adventure,original"
2835,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,PlayStation3,Up to 20 ,7.73,"fun,mario,arcade,single,simple"
2836,Resistance: Retribution,2009,SonyBend,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PSP,1-8 ,8.55,"portable,excellent,second,psp,fantastic"
2837,Hustle Kings,2010,VooFooStudios,Sports;Miscellaneous;Parlor;Individual;Billiards;Billiards,PlayStation3,64+  Online,7.56,"single,terrible,forgivable,fair,addictive"
2838,Hot Shots Golf: Out of Bounds,2008,ClapHanz,Sports;Traditional;Individual;Golf;Arcade;Arcade,PlayStation3,44  Online,9.4,"online,big,new,simple,hot"
2839,Siesta Fiesta,2014,MojoBones,Puzzle;Action;General,3DS,not specified,9.0,"addictive,intense,original,creative,top"
2840,Quake 4,2005,RavenSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,16  Online,7.43,"new,single,fun,dark,excellent"
2841,Closure,2012,EyebrowInteractive,Action;Platformer;Platformer;2D;2D,PlayStation3,not specified,9.0,"unique,amazing,cool,puzzle,indie"
2842,Kingdom Hearts HD 2.5 ReMIX,2014,SquareEnix,Role-Playing;Action RPG;Miscellaneous;Compilation,PlayStation3,No Online Multiplayer,9.09,"new,final,original,big,sleep"
2843,Tom Clancy's Splinter Cell Chaos Theory,2005,UbisoftMontreal,Action Adventure;Modern,GameCube,1-2 ,8.86,"new,amazing,single,hard,xbox"
2844,Dragon Quest Builders,2018,SquareEnix,Action Adventure;Sandbox,Switch,No Online Multiplayer,8.18,"new,free,’,addictive,unique"
2845,Mega Man 10,2010,IntiCreates,Action;Platformer;Platformer;2D;2D,Wii,1 Player,8.5,"mega,8-bit,hard,entire,interesting"
2846,Starbound,2016,Chucklefish,Fantasy;General;Fantasy;Action Adventure;Sandbox,PC,Online Multiplayer,6.18,"early,new,awesome,long,unique"
2847,KORG DS-10 PLUS,2010,AQInteractive,Miscellaneous;Music Maker;Music Maker;Application,DS,not specified,,
2848,Condemned: Criminal Origins,2005,MonolithProductions,Action Adventure;Horror;Horror;Survival,Xbox360,1 Player,8.0,"scary,criminal,impressive,original,boring"
2849,Tony Hawk's Project 8,2006,NeversoftEntertainment,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,Xbox360,8  Online,6.57,"new,tony,old,ea,second"
2850,Saints Row IV,2013,VolitionInc.,Action Adventure;Modern;Modern;Open-World,Xbox360,2 ,7.08,"new,third,super,fun,funny"
2851,Injustice: Gods Among Us,2013,NetherRealmStudios,Action;Fighting;Fighting;2D;2D,Xbox360,not specified,8.29,"mortal,new,fighting,dc,big"
2852,Nidhogg,2014,Messhof,General;Action;Miscellaneous;General,PC,1-2 ,6.86,"local,fun,indie,online,single"
2853,The Elder Scrolls V: Skyrim Special Edition,2016,BethesdaGameStudios,Role-Playing;Western-Style,PlayStation4,No Online Multiplayer,6.99,"new,original,skyrim,special,old"
2854,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,not specified,5.33,"new,single,big,huge,amazing"
2855,NBA 2K8,2007,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,8  Online,7.4,"nba,live,realistic,new,choppy"
2856,Torment: Tides of Numenera,2017,InXileEntertainment,General;General;Role-Playing;Western-Style,PC,No Online Multiplayer,6.43,"original,interesting,new,spiritual,old"
2857,Kalimba,2014,PressPlay,Action;General,XboxOne,not specified,8.75,"curious,boy,heavy,hilarious,awesome"
2858,Tiger Woods PGA Tour 07,2006,EARedwoodShores,Sports;Traditional;Golf;Sim,Xbox,4  Online,7.25,"new,big,special,fun,key"
2859,Metrico+,2016,DigitalDreams,Puzzle;Action,PlayStation4,not specified,,
2860,NHL 14,2013,ElectronicArts,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,not specified,4.57,"nhl,new,hard,single,ultimate"
2861,Tekken 7,2017,BandaiNamcoGames,Action;Fighting;3D,XboxOne,Up to 8 ,6.63,"tekken,new,fighting,online,old"
2862,NBA 2K8,2007,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,10  Online,7.4,"nba,live,realistic,new,choppy"
2863,To the Moon,2011,FreebirdGames,Role-Playing;Adventure;General;General;General,PC,No Online Multiplayer,8.89,"beautiful,emotional,interactive,amazing,old"
2864,Madden NFL 15,2014,EASports,Sports;Traditional;Team;Football;Sim,PlayStation4,not specified,6.01,"madden,new,defensive,realistic,nfl"
2865,Slime-san: Superslime Edition,2018,Fabraz,Action Adventure;Linear,PlayStation4,No Online Multiplayer,9.5,"super,ll,extra,slime-san,difficult"
2866,Quadrilateral Cowboy,2016,BlendoGames,Simulation;Virtual;Career,PC,No Online Multiplayer,7.5,"thirty,ambitious,interactive,quadrilateral,impressive"
2867,Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,2012,BigHugeGames,Role-Playing;Action RPG;Action RPG,Xbox360,not specified,8.25,"new,gravehal,entire,usual,retail"
2868,The Sims 3: World Adventures,2009,TheSimsStudio,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,not specified,8.67,"new,long,detailed,castaway,regular"
2869,Painkiller,2004,PeopleCanFly,Action;Shooter;Shooter;First-Person;Fantasy;Fantasy;Arcade,PC,1-16 ,7.07,"serious,old,boring,new,cool"
2870,Disgaea 5 Complete,2017,NipponIchiSoftware,Strategy;Turn-Based;Tactics,Switch,No Online Multiplayer,8.75,"new,tactical,disgaea,old,several"
2871,WarioWare: Touched!,2005,IntelligentSystems,Miscellaneous;Puzzle;Puzzle;General;Puzzle;Party / Minigame;General,DS,1 Player,8.52,"mic,easy,simple,long,funny"
2872,Plants vs Zombies: Garden Warfare 2,2016,PopCap,General;Action;Shooter;Third-Person;Tactical,PlayStation4,Up to 24 ,7.64,"new,single,original,fun,fresh"
2873,NHL 2K6,2005,2KSports,Sports;Traditional;Ice Hockey;Sim,PlayStation2,10  Online,6.27,"nhl,ea,easy,hockey,hard"
2874,Torchlight,2011,RunicGames,Role-Playing;Action RPG;Action RPG,Xbox360,not specified,8.06,"new,easy,fun,simple,torchlight"
2875,Warhammer: Vermintide 2,2018,FatsharkAB,Action;Shooter;First-Person;Arcade,XboxOne,Up to 4 ,6.93,"hard,new,easy,original,low"
2876,Danganronpa V3: Killing Harmony,2017,SpikeChunsoft,Action;General;Adventure;Visual Novel,PlayStation4,No Online Multiplayer,8.14,"new,interesting,danganronpa,big,long"
2877,Bomberman Ultra,2009,Hudson,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PlayStation3,8  Online,9.5,"bomberman,classic,updated,on-line,awesome"
2878,Growlanser Generations,2004,CareerSoft,Role-Playing;General,PlayStation2,1 Player,8.5,"old,winning,extra,accurate,ps2"
2879,Airborne Assault: Highway to the Reich,2003,PantherGames,Strategy;Real-Time;Wargame;Real-Time;General,PC,1-2 ,6.0,"offensive,defensive,nominated,long,asap"
2880,NCAA March Madness 2004,2003,EASports,Sports;Traditional;Basketball;Sim,Xbox,1-4 ,9.17,"perfect,awesome,live,smooth,tough"
2881,Nancy Drew: Danger on Deception Island,2003,HerInteractive,Adventure;3D;First-Person;Modern;Modern,PC,1 Player,9.0,"top,mystery"
2882,Doom,2001,DavidA.PalmerProductions,Action;Shooter;First-Person;Sci-Fi,GameBoyAdvance,not specified,8.97,"original,old,modern,awesome,fun"
2883,NASCAR Heat 2002,2001,MonsterGamesInc.,Driving;Racing;Stock Car,PlayStation2,1-2 ,9.0,awesome
2884,Shadowrun: Hong Kong,2015,HarebrainedSchemesLLC,Role-Playing;Western-Style,PC,No Online Multiplayer,6.91,"new,shadowrun,hong,turn-based,easy"
2885,Fieldrunners,2009,SubatomicStudios,Strategy;Real-Time;General;General;Defense,PSP,not specified,,
2886,Kirby: Planet Robobot,2016,HALLabs,Action;Platformer;2D,3DS,not specified,8.77,"kirby,new,triple,fun,unique"
2887,War Thunder,2013,GaijinEntertainment,Action;Simulation;Flight;Flight;Vehicle;Combat,PC,not specified,4.83,"free,realistic,new,russian,premium"
2888,Race Driver 2006,2006,SumoDigital,Driving;Racing;Simulation;General;General;Automobile,PSP,1-12 ,9.0,"effective,enormous,wish,available"
2889,Renegade Ops,2011,AvalancheStudios,Action;General;General;Shooter;Shoot-'Em-Up;Top-Down,Xbox360,not specified,8.33,"simple,downloadable,fun,explosive,top"
2890,Where is My Heart?,2011,DieGuteFabrik,Action;Platformer;Platformer;2D;2D,PSP,not specified,,
2891,Saints Row,2006,VolitionInc.,Action Adventure;Modern;Modern;Open-World,Xbox360,Up to 12 ,7.81,"fun,gta,big,san,single"
2892,Hitman - Episode 6: Hokkaido,2016,IoInteractive,Action Adventure;General,PlayStation4,not specified,9.0,"second,detailed,beautiful,unique,japanese"
2893,Art Academy: Lessons for Everyone,2012,"Nintendo,HeadstrongGames",Miscellaneous;Edutainment;Edutainment,3DS,not specified,9.0,"famous,undo,top,new,interesting"
2894,Lumines II,2006,QEntertainment,Miscellaneous;Puzzle;Puzzle;General;Puzzle;Matching;General,PSP,1-2 ,6.0,addictive
2895,Splatoon,2015,Nintendo,Fantasy;Action;Shooter;Third-Person;Arcade,WiiU,Up to 8 ,8.72,"new,single,fun,online,fresh"
2896,Supreme Commander: Forged Alliance,2007,GasPoweredGames,Strategy;Real-Time;Sci-Fi;Sci-Fi;General;Command,PC,8  Online,9.31,"new,original,supreme,forged,massive"
2897,Drill Dozer,2006,GameFreak,Action;Platformer;2D,GameBoyAdvance,1 Player,10.0,"fun,classic,lovable,vibrant,2-d"
2898,Super One More Jump,2018,SMGStudio,Action;Platformer;2D,Switch,not specified,9.0,"easy,hard,fun,cool,handheld"
2899,Oxenfree,2017,NightSchoolStudio,Action Adventure;Adventure;General,Switch,No Online Multiplayer,6.91,"slow,narrative,new,long,worth"
2900,Sunless Sea,2014,FailbetterGames,Sci-Fi;Action Adventure;General,PC,No Online Multiplayer,7.09,"slow,hard,new,big,sunless"
2901,The Walking Dead: Season Two Episode 3 - In Harm's Way,2014,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,not specified,8.13,"telltale,new,’,interactive,right"
2902,Duke Nukem Advance,2002,TorusGames,Action;Shooter;First-Person;Sci-Fi,GameBoyAdvance,1-4 ,9.33,"nukem,duke,new,available,small"
2903,Marvel Heroes 2015,2014,Gazillion,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,not specified,8.04,"new,free,long,marvel,awesome"
2904,Football Manager 2016,2015,Sega,Sports;Team;Soccer;Management,PC,not specified,4.62,"new,realistic,tactical,fm,big"
2905,Tearaway Unfolded,2015,MediaMolecule,Action Adventure;Adventure;General;Fantasy,PlayStation4,not specified,7.9,"unique,amazing,creative,beautiful,vita"
2906,Trackmania Turbo,2016,Nadeo,Racing;Arcade;Automobile,PlayStation4,Up to 32 ,7.3,"trackmania,new,es,easy,fun"
2907,Ratchet: Deadlocked,2005,InsomniacGames,Action;Shooter;Third-Person;Sci-Fi,PlayStation2,10  Online,9.0,"new,dark,fun,third,awesome"
2908,Phantom Brave,2004,NipponIchiSoftware,Strategy;Turn-Based;Fantasy,PlayStation2,1 Player,6.33,"tactical,excellent,new,grid,visual"
2909,LEGO Star Wars II: The Original Trilogy,2006,Traveller'sTales,Action Adventure;Sci-Fi;Sci-Fi;General,Xbox360,1-2 ,8.93,"lego,original,fun,easy,funny"
2910,VVVVVV,2010,TerryCavanagh,Action;Platformer;Platformer;2D;2D,PC,No Online Multiplayer,7.57,"hard,old,simple,difficult,8-bit"
2911,Monster Hunter Freedom Unite,2009,Capcom,Role-Playing;Action RPG;Action RPG,PSP,No Online Multiplayer,9.46,"new,hard,psp,long,fun"
2912,Hellblade: Senua's Sacrifice,2017,NinjaTheory,Fantasy;Action Adventure;General,PlayStation4,No Online Multiplayer,7.76,"mental,amazing,unique,beautiful,ninja"
2913,The Sims 4: Seasons,2018,Maxis,Simulation;Virtual;Virtual Life,PC,not specified,6.0,"new,perfect,occasional,normal,detailed"
2914,Teslagrad,2017,RainGames,Action;Platformer;2D,Switch,No Online Multiplayer,9.0,"em,o,não,que,os"
2915,Call of Duty: Black Ops III,2015,Treyarch,Action;Shooter;First-Person;Arcade,XboxOne,Up to 18 ,5.11,"new,advanced,old,fun,cod"
2916,Darksiders II,2012,VigilGames,Action Adventure;Modern;Fantasy;Fantasy;Open-World,PC,not specified,7.85,"new,awesome,big,easy,fun"
2917,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,2010,NipponIchiSoftware,Role-Playing;General;General,PSP,not specified,7.67,"easy,awesome,familiar,roguelike,amazing"
2918,NBA 2K7,2006,"KushGames,VisualConcepts",Sports;Traditional;Basketball;Sim,PlayStation2,10  Online,7.62,"nba,live,new,realistic,perfect"
2919,Saints Row 2,2008,VolitionInc.,Action Adventure;Modern;Modern;Open-World,Xbox360,Up to 12 ,8.42,"gta,fun,grand,new,hilarious"
2920,Tom Clancy's Rainbow Six Vegas 2,2008,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PlayStation3,16  Online,7.19,"new,original,single,tactical,terrorist"
2921,Overcooked! 2,2018,GhostTownGamesLtd.,Action;Arcade,PlayStation4,Up to 4 ,7.2,"overcooked,new,easy,original,ll"
2922,Resident Evil 5: Lost in Nightmares,2010,Capcom,Action Adventure;Horror;Horror;Survival,PlayStation3,not specified,7.29,"evil,resident,big,survival,heavy"
2923,Mario & Luigi: Superstar Saga + Bowser's Minions,2017,AlphadreamCorporation,Role-Playing;Japanese-Style,3DS,No Online Multiplayer,8.23,"original,new,easy,amazing,late"
2924,Wolfenstein: The New Order,2014,MachineGames,General;Action;Shooter;First-Person;Historic;Arcade,PC,No Online Multiplayer,7.82,"new,old,nazi,fps,single"
2925,Fallout: New Vegas - Old World Blues,2011,ObsidianEntertainment,Role-Playing;First-Person;First-Person;Western-Style,PlayStation3,not specified,7.86,"new,old,big,funny,interesting"
2926,Super Mega Baseball 2,2018,MetalheadSoftware,Sports;Baseball;Arcade;Team,XboxOne,Up to 4 ,8.89,"super,mega,online,free,new"
2927,Mega Man Anniversary Collection,2004,AtomicPlanetEntertainment,Miscellaneous;Compilation,PlayStation2,1 Player,9.14,"mega,old,anniversary,excellent,mm"
2928,The Sims Bustin' Out,2003,Maxis,Miscellaneous;Virtual Life,PlayStation2,1-2 ,8.81,"sim,second,rich,addictive,mutant"
2929,Mortal Kombat: Deadly Alliance,2002,Midway,Action;Fighting;3D,Xbox,1-2 ,8.31,"mortal,new,cool,classic,realistic"
2930,Medal of Honor Frontline,2002,EALA,Action;Shooter;First-Person;Historic,Xbox,1-4 ,8.48,"honor,classic,solid,u,hard"
2931,NHL Hitz 20-03,2002,BlackBox,Sports;Traditional;Ice Hockey;Arcade,Xbox,1-4 ,8.78,"nhl,hockey,hitz,pro,arcade"
2932,Star Wars: Jedi Starfighter,2002,LucasArts,Simulation;Sci-Fi;Small Spaceship,PlayStation2,1-2 ,,
2933,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,GameCube,1-4 ,6.25,"pro,u,big,fifa,boring"
2934,TimeSplitters,2000,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,PlayStation2,1-4 ,8.4,"fast,arcade,nintendo,important,ancient"
2935,Downwell,2015,Moppin,Action;General,PC,No Online Multiplayer,6.9,"fun,hard,excellent,late,unfair"
2936,From Dust,2011,UbisoftMontpellier,Strategy;Adventure;General;General;General,PlayStation3,not specified,7.38,"pretty,fresh,downloadable,small,nostalgic"
2937,Phoenix Wright: Ace Attorney - Dual Destinies,2013,Capcom,Adventure;General;General;Visual Novel,3DS,No Online Multiplayer,8.44,"new,apollo,original,dual,old"
2938,Lone Survivor,2012,superflatgames,Action Adventure;Horror;Horror;Survival,PC,No Online Multiplayer,7.32,"old,survival,silent,indie,scary"
2939,NCAA Football 08,2007,EASports,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,2  Online,5.87,"big,ea,fun,hard,ncaa"
2940,Deus Ex: Mankind Divided - A Criminal Past,2017,EidosMontreal,Action Adventure;General,PlayStation4,not specified,7.67,"criminal,mixed,ex,important,cp"
2941,Call of Duty: Advanced Warfare,2014,SledgehammerGames,Action;Shooter;First-Person;Modern;Arcade,XboxOne,Up to 18 ,5.82,"new,advanced,old,exo,single"
2942,Capcom Classics Collection,2005,DigitalEclipse,Miscellaneous;Compilation,Xbox,1-3 ,,
2943,Rising Storm 2: Vietnam,2017,AntimatterGames,Action;Shooter;First-Person;Tactical,PC,Online Multiplayer,7.55,"new,vietnam,squad,small,tactical"
2944,Alien: Isolation,2014,CreativeAssembly,Action Adventure;Sci-Fi;General;Survival,PC,No Online Multiplayer,8.31,"alien,original,hard,long,scary"
2945,Phantom Dust,2005,MicrosoftGameStudiosJapan,Action;Shooter;Third-Person;Sci-Fi,Xbox,4  Online,8.43,"awesome,original,amazing,deep,single"
2946,The Witcher,2007,CDProjektRedStudio,Role-Playing;Action RPG;Action RPG,PC,No Online Multiplayer,8.46,"long,old,big,amazing,interesting"
2947,Phoenix Wright: Ace Attorney Trilogy,2014,NATSUMEATARIInc.,Miscellaneous;Compilation,3DS,not specified,8.46,"new,visual,original,phoenix,definitive"
2948,Kentucky Route Zero - Act I,2013,CardboardComputer,Adventure;General;General,PC,not specified,5.62,"unique,visual,act,interesting,wonderful"
2949,Call of Duty: Black Ops II,2012,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Modern;Arcade,WiiU,not specified,5.29,"new,modern,single,old,cod"
2950,Lone Survivor: The Director's Cut,2013,"CurveStudios,superflatgames",Action Adventure;Horror;Horror;Survival,PlayStationVita,not specified,8.26,"survival,scary,easy,old,available"
2951,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,Wii,1 Player,7.67,"new,relish,long,reliant,stand-alone"
