Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore,labels
2638,Airborne Assault: Red Devils Over Arnhem,2002,PantherGames,Strategy;Wargame;Turn-Based,PC,1-2 ,,
2639,Tekken Advance,2002,Eighting/Raizing,Action;Fighting;3D,GameBoyAdvance,not specified,8.5,"tekken,console,impressive,limited,handheld"
2640,Crazy Taxi 2,2001,Hitmaker,Driving;Racing;Arcade,Dreamcast,not specified,7.2,"que,new,echos,su,cambia"
2641,Fallout Tactics: Brotherhood of Steel,2001,14DegreesEast,Role-Playing;Action RPG;Action RPG,PC,not specified,7.32,"tactical,linear,une,rpg,second"
2642,Ogre Battle 64,2000,Quest,Strategy;Turn-Based;Fantasy,Nintendo64,1 Player,9.69,"ogre,long,strategic,hard,n64"
2643,Sonic Rush,2005,"DimpsCorporation,SonicTeam",Action;Platformer;Platformer;2D;2D,DS,No Online Multiplayer,8.49,"sonic,ds,perfect,new,original"
2644,Need for Speed: Underground 2,2004,EACanada,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,No Online Multiplayer,8.04,"new,underground,original,nfs,interesting"
2645,Thief: Deadly Shadows,2004,IonStorm,Action Adventure;Fantasy,Xbox,1 Player,7.46,"thief,new,ich,stupid,small"
2646,Pinball Hall of Fame: The Williams Collection,2008,FarsightStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,Wii,not specified,9.32,"perfect,pinball,fun,awesome,new"
2647,The Lion's Song,2018,Mi'pu'miGames,Adventure;Point-and-Click,Switch,No Online Multiplayer,7.0,"excellent,third,mediocre,fourth,mixed"
2648,Art of Balance Touch!,2012,Shin'en,Miscellaneous;Puzzle;General;Puzzle;General,3DS,not specified,8.0,"easy,solid,relaxing,right,fair"
2649,NHL Eastside Hockey Manager 2005,2005,SportsInteractive,Sports;Traditional;Team;Ice Hockey;Management;Sim,PC,1 Player,,
2650,Legend of Grimrock,2012,AlmostHuman,Role-Playing;General;General,PC,not specified,8.15,"old,new,hard,modern,classic"
2651,Super Hydorah,2017,Locomalito,Action;Shooter;Shoot-'Em-Up;Horizontal,PC,not specified,,
2652,College Hoops 2K6,2005,2KSports,Sports;Traditional;Basketball;Sim,Xbox,2  Online,9.25,"hard,big,buggy,real-feeling,kinetic"
2653,Marvel vs. Capcom 2,2009,BackboneEntertainment,Action;Fighting;Fighting;2D;2D,Xbox360,2  Online,9.35,"fighting,super,online,huge,new"
2654,Dominions 3: The Awakening,2006,IllwinterDesignGroup,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,1 Player,7.7,"huge,complex,deep,excellent,endless"
2655,NyxQuest: Kindred Spirits,2009,OvertheTopGames,Action;Platformer;Platformer;2D;2D,Wii,1-2 ,8.82,"beautiful,old,perfect,worth,simple"
2656,Dishonored: Death of the Outsider,2017,ArkaneStudios,Action Adventure;General,PlayStation4,No Online Multiplayer,6.43,"dishonored,new,interesting,’,excellent"
2657,Prince of Persia Classic,2007,Gameloft,Action;Adventure;Platformer;General;2D,Xbox360,1 Player,6.8,"difficult,easy,unresponsive,arcade,excellent"
2658,Star Fox Adventures,2002,RareLtd.,Action Adventure;Sci-Fi,GameCube,1 Player,8.04,"fox,easy,new,awesome,rare"
2659,SteamWorld Dig,2013,Image&Form,Action;Action Adventure;Platformer;General;Platformer;2D;2D,3DS,1 Player,8.02,"simple,addictive,new,slow,small"
2660,Bulletstorm,2011,"EpicGames,PeopleCanFly",General;Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,not specified,7.51,"new,fun,unique,fresh,creative"
2661,Fallout 3: Broken Steel,2009,BethesdaGameStudios,Role-Playing;First-Person;First-Person;General;Western-Style,Xbox360,1 Player,7.58,"new,original,final,long,extra"
2662,Call of Duty 3,2006,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,Xbox360,1-4 ,6.65,"single,big,new,cod,online"
2663,GRID 2,2013,Codemasters,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation3,not specified,5.07,"grid,arcade,original,new,hard"
2664,Pro Evolution Soccer 2018,2017,Konami,Sports;Team;Soccer;Sim,XboxOne,not specified,6.36,"online,new,perfect,fifa,pro"
2665,Lovers in a Dangerous Spacetime,2016,AsteroidBase,Action;Shooter;Shoot-'Em-Up;Horizontal,PlayStation4,not specified,7.91,"co-op,couch,fun,old,cooperative"
2666,Tekken 6,2009,"NamcoBandaiGamesAmerica,NamcoBandaiGames",Action;Fighting;Fighting;3D;3D,PSP,1-2 ,8.87,"tekken,big,new,console,online"
2667,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,Wii,1 Player,8.5,"strong,villainous,throne.this,funny,new"
2668,Mario Kart Wii,2008,Nintendo,Driving;Racing;Arcade;Kart;Kart;Automobile,Wii,Up to 12 ,8.09,"new,fun,mario,online,single"
2669,College Hoops 2K8,2007,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,10  Online,7.64,"nba,available,arenas,right,classic"
2670,Borderlands 2: Mr. Torgue's Campaign of Carnage,2012,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,not specified,7.92,"new,torgue,hilarious,arena,funny"
2671,Split/Second,2010,BlackRockStudio,Driving;Racing;General;General;Arcade;Automobile,Xbox360,not specified,8.5,"fun,unique,second,big,excellent"
2672,Desktop Dungeons,2010,QCFDesign,General;Role-Playing;General;Roguelike,PC,not specified,9.55,"hard,alpha,functional,perfect,difficult"
2673,Fallout: New Vegas - Old World Blues,2011,ObsidianEntertainment,Role-Playing;First-Person;First-Person;Western-Style,PC,not specified,7.86,"new,old,big,funny,interesting"
2674,Dragon's Crown,2013,Vanillaware,Role-Playing;Action RPG;Action;Beat-'Em-Up;Beat-'Em-Up;2D,PlayStation3,Up to 4 ,8.55,"golden,beautiful,old,fantastic,big"
2675,Sega Genesis Collection,2006,DigitalEclipse,Miscellaneous;Compilation,PlayStation2,1-2 ,7.67,"retro,generous,difficult,console,16-bit"
2676,Crusader Kings II,2012,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,Online Multiplayer,8.76,"complex,new,medieval,hard,total"
2677,Art Academy: Home Studio,2015,HeadstrongGames,Miscellaneous;Edutainment,WiiU,not specified,9.5,"educational,useful,playful,social,informative"
2678,Art of Balance,2014,Shin'en,Puzzle;General,WiiU,not specified,8.29,"simple,cheap,brief,pleased,touch"
2679,NBA 2K15,2014,VisualConcepts,Sports;Traditional;Team;Basketball;Sim,XboxOne,Up to 10 ,5.98,"nba,online,new,unplayable,easy"
2680,MVP Baseball 2004,2004,EASports,Sports;Traditional;Team;Baseball;Sim;Sim,PC,1-2 ,8.41,"dynasty,minor,ea,hard,online"
2681,Europa 1400: The Guild,2002,4HeadStudios,Strategy;Real-Time;Historic;General;Historic,PC,1-8 ,8.75,"addictive,medieval,local,pompous,past"
2682,V-Rally 3,2002,EdenStudios,Driving;Racing;Rally / Offroad,PlayStation2,1-4 ,8.57,"single,outstanding,amazing,busy,lacking"
2683,V-Rally 3,2002,Velez&Dubail,Driving;Racing;Rally / Offroad,GameBoyAdvance,1-2 ,8.57,"single,outstanding,amazing,busy,lacking"
2684,Battle Realms,2001,LiquidEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,1-8 ,9.0,"unplayable,revolutionary,hectic,young,old"
2685,Warlords Battlecry,2000,StrategicStudiesGroup,Strategy;General;General,PC,1-6 ,6.67,"like,novel,magic,clunky"
2686,Shin Megami Tensei: Digital Devil Saga 2,2005,AtlusCo.,Role-Playing;Console-style RPG,PlayStation2,1 Player,7.33,"special,digital,easy,magic,normal"
2687,Salt and Sanctuary,2018,SkaStudios,Action;Platformer;2D,Switch,No Online Multiplayer,8.53,"souls,dark,ich,sanctuary,huge"
2688,Sam & Max Episode 201: Ice Station Santa,2007,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,1 Player,8.67,"lengthy,entire,complete,funny,entertaining"
2689,Oddworld: Stranger's Wrath HD,2011,JustAddWater,Action Adventure;Fantasy;General;Fantasy,PlayStation3,not specified,9.08,"original,new,amazing,old,fantastic"
2690,Halo: Combat Evolved Anniversary,2011,343Industries,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,not specified,8.56,"original,new,old,anniversary,classic"
2691,N+,2008,"MetanetSoftwareInc.,SilverBirchStudios",Action;Platformer;Platformer;2D;2D,DS,1-2 ,7.11,"single,easy,une,injouable,et"
2692,Child of Light,2014,UbisoftMontreal,Action;General;General;Role-Playing;General,PlayStation4,not specified,8.34,"beautiful,light,simple,ubisoft,unique"
2693,Metal Gear Rising: Revengeance,2013,PlatinumGames,Action Adventure;Modern;General;Modern,Xbox360,not specified,7.59,"gear,awesome,new,amazing,solid"
2694,Major League Baseball 2K5,2005,KushGames,Sports;Traditional;Baseball;Sim,PlayStation2,2  Online,8.14,"worth,easy,wild,incredible,new"
2695,Brothers in Arms: Road to Hill 30,2005,GearboxSoftware,Action;Shooter;First-Person;Historic,PlayStation2,4  Online,7.01,"realistic,tactical,linear,new,boring"
2696,SOCOM: U.S. Navy SEALs Fireteam Bravo,2005,ZipperInteractive,Action;Shooter;Shooter;Third-Person;Tactical;Modern;Modern,PSP,16  Online,8.79,"handheld,online,single,solid,socom"
2697,TimeSplitters: Future Perfect,2005,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,GameCube,1-4 ,9.18,"single,fun,awesome,future,cool"
2698,Semblance,2018,Nyamakop,Action;Platformer;2D,PC,No Online Multiplayer,,
2699,Art Style: ORBIENT,2008,Nintendo,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,Wii,1 Player,8.0,"small,simple,art,big,aroundthe"
2700,Kingdom Hearts: Birth by Sleep,2010,SquareEnix,Role-Playing;Action RPG;Action RPG,PSP,No Online Multiplayer,8.51,"awesome,new,amazing,cool,psp"
2701,The Last Guardian,2016,SCEJapanStudio,Fantasy;Fantasy;Action Adventure;Linear,PlayStation4,No Online Multiplayer,7.7,"guardian,beautiful,emotional,amazing,unique"
2702,Pro Evolution Soccer 2013,2012,Konami,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,not specified,6.97,"new,fifa,manual,pro,online"
2703,Sprint Vector,2018,Survios,Racing;Arcade;Other,PlayStation4,Up to 8 ,9.62,"competitive,fantastic,s,advanced,psvr"
2704,Sonic & All-Stars Racing Transformed,2012,SumoDigital,Driving;Racing;Arcade;Kart;Other;Kart,Xbox360,Up to 10 ,7.73,"sonic,sega,kart,mario,new"
2705,Technobabylon,2015,Technocrat,Adventure;General;Point-and-Click,PC,not specified,7.5,"solid,beautiful,decent,big,intriguing"
2706,Madden NFL 09 All-Play,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Wii,2  Online,6.44,"madden,all-play,new,familiar,sweet"
2707,Shin Megami Tensei: Nocturne,2004,AtlusCo.,Role-Playing;Console-style RPG,PlayStation2,1 Player,9.1,"shin,fantastic,difficult,general,amazing"
2708,World of Warcraft: Mists of Pandaria,2012,BlizzardEntertainment,Fantasy;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,Massively Multiplayer,4.32,"new,old,easy,long,wow"
2709,Pinball Hall of Fame: The Williams Collection,2009,FarsightStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,PlayStation3,not specified,9.32,"perfect,pinball,fun,awesome,new"
2710,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PC,not specified,4.22,"fifa,new,ultimate,ea,big"
2711,Recettear: An Item Shop's Tale,2010,EasyGameStation,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,not specified,8.18,"new,simple,cute,easy,japanese"
2712,Command & Conquer 3: Tiberium Wars,2007,EALA,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,Xbox360,4  Online,6.51,"c,new,single,red,old"
2713,Sid Meier's Pirates!,2007,FullFat,Strategy;Real-Time;General;Historic,PSP,1-4 ,7.74,"original,old,new,easy,fun"
2714,Harvest Moon: More Friends of Mineral Town,2005,TOSE,Strategy;Breeding/Constructing,GameBoyAdvance,1 Player,9.36,"new,special,east,fun,awesome"
2715,Need for Speed Underground 2,2004,EACanada,Driving;Racing;GT / Street,PlayStation2,6  Online,8.17,"underground,modern,u,awesome,não"
2716,Forza Motorsport 7,2017,Turn10,Racing;Simulation;Automobile,PC,not specified,5.32,"forza,new,free,big,dynamic"
2717,ETHER One,2014,WhitePaperGames,General;Adventure;General;3D;First-Person,PC,not specified,6.2,"long,sensitive,low,big,essential"
2718,BlazBlue: Calamity Trigger Portable,2010,ArcSystemWorks,Action;Fighting;Fighting;2D;2D,PSP,not specified,10.0,"hd,online,portable,ad-hoc,conquered.you"
2719,Tony Hawk's Underground 2,2004,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,1-2 ,7.24,"tony,new,solid,unique,underground"
2720,Final Fantasy XIII,2010,SquareEnix,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,Xbox360,No Online Multiplayer,6.09,"final,linear,ff,new,beautiful"
2721,Midnight Club: Los Angeles,2008,RockstarSanDiego,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation3,Up to 16 ,7.62,"hard,amazing,easy,difficult,decent"
2722,The Vanishing of Ethan Carter,2014,TheAstronauts,Miscellaneous;Adventure;General;3D;First-Person,PC,No Online Multiplayer,7.36,"beautiful,ethan,interesting,narrative,gorgeous"
2723,Flight Simulator X: Acceleration,2007,MicrosoftGameStudios,Simulation;Flight;Modern Jet;Combat,PC,not specified,7.83,"new,free,microsoft,single,add-on"
2724,Far Cry 3: Blood Dragon,2013,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation3,not specified,8.16,"cry,funny,fun,hilarious,original"
2725,Splatoon 2: Octo Expansion,2018,Nintendo,Action;Shooter;Third-Person;Arcade,Switch,not specified,7.73,"octo,single,new,tough,easy"
2726,Borderlands: The Zombie Island of Dr. Ned,2009,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,4  Online,7.52,"new,enjoyable,hard,funny,worth"
2727,Etrian Odyssey II: Heroes of Lagaard,2008,Atlus,Role-Playing;First-Person;First-Person;Western-Style,DS,No Online Multiplayer,10.0,"big,original,hard,absolute,rpg"
2728,Pro Evolution Soccer 2008,2008,Konami,Sports;Traditional;Soccer;Sim,PlayStation2,8  Online,8.17,"pro,easy,ai,innovative,hard"
2729,Blood,1997,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,1-8 ,9.56,"classic,pure,amazing,old,fanatic"
2730,Duelyst,2016,CounterplayGames,Fantasy;Strategy;Turn-Based;General,PC,Online Multiplayer,7.15,"strategic,general,daily,free,easy"
2731,Warhammer: Vermintide 2,2018,"FatsharkAB,Fatshark",Action;Shooter;First-Person;Arcade,PC,Up to 4 ,6.93,"hard,new,easy,original,low"
2732,Command & Conquer: Red Alert 3,2008,EALA,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,No Online Multiplayer,5.27,"red,new,c,alert,original"
2733,Thimbleweed Park,2017,RonGilbertandGaryWinnick,Adventure;Point-and-Click,Switch,No Online Multiplayer,8.25,"old,maniac,monkey,logical,new"
2734,The Walking Dead: Episode 1 - A New Day,2012,TelltaleGames,Action;Miscellaneous;Adventure;General;Compilation;Point-and-Click,PC,not specified,7.83,"comic,interactive,new,telltale,big"
2735,FIFA Soccer 09,2008,EACanada,Sports;Traditional;Soccer;Sim,PlayStation2,not specified,7.69,"fifa,pro,new,hard,easy"
2736,NCAA March Madness 2004,2003,NuFX,Sports;Traditional;Basketball;Sim,PlayStation2,1-2 ,9.17,"perfect,awesome,live,smooth,tough"
2737,NBA Live 2003,2002,EACanada,Sports;Traditional;Basketball;Sim,Xbox,1-4 ,8.55,"freestyle,realistic,new,past,added"
2738,Links 2003,2002,MicrosoftGameStudios,Sports;Traditional;Golf;Sim,PC,not specified,5.5,"new,long,live,esp,static"
2739,Earth & Beyond,2002,WestwoodStudios,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi;Sci-Fi,PC,Massively Multiplayer,6.6,"peaceful,responsive,guild,possible,electronic"
2740,Syberia,2002,Microids,Adventure;3D;Fantasy;Third-Person;Fantasy,PC,No Online Multiplayer,7.96,"classic,beautiful,long,new,intricate"
2741,NASCAR Thunder 2002,2001,EATiburon,Driving;Racing;Stock Car,Xbox,1-4 ,9.75,"dale,perfect,pretty,in-depth,sean"
2742,Virtual Pool 3,2000,Celeris,Sports;Miscellaneous;Parlor;Individual;Billiards;Billiards,PC,1-4 ,10.0,"interested,hard,sound,amazing,online"
2743,The Sims: Livin' Large,2000,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,1 Player,9.0,"large,flashy,medieval,stuff,big"
2744,The Wolf Among Us: Episode 1 - Faith,2013,TelltaleGames,Action Adventure;Adventure;Fantasy;General;Fantasy;Point-and-Click,Xbox360,not specified,8.77,"telltale,big,new,interesting,comic"
2745,Sonic the Hedgehog 2,2007,"Sega,BackboneEntertainment",Action;Platformer;Platformer;2D;2D,Xbox360,2  Online,9.21,"sonic,classic,perfect,amazing,original"
2746,Metal Arms: Glitch in the System,2003,Swingin'Ape,Action;Shooter;Third-Person;Sci-Fi,Xbox,1-4 ,8.91,"awesome,wrong,fun,cool,cheap"
2747,MLB The Show 18,2018,SonyInteractiveEntertainment,Sports;Team;Baseball;Sim,PlayStation4,Up to 8 ,6.0,"new,online,easy,san,right"
2748,DCS: Black Shark,2009,EagleDynamics,Simulation;Flight;Helicopter;Helicopter;Civilian,PC,not specified,7.25,"dcs,military,easy,available,special"
2749,FIFA Soccer 08,2007,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,32  Online,6.53,"fifa,pro,ea,difficult,stupid"
2750,Pro Evolution Soccer 2010,2009,Konami,Sports;Traditional;Team;Football;Soccer;Sim;Sim;Sim,Wii,not specified,9.43,"classic,hd-business,metacritic-able,hd-bubble,soccer"
2751,ModNation Racers,2010,UnitedFrontGames,Driving;Racing;Arcade;Kart;Other;Kart,PlayStation3,12  Online,7.81,"easy,big,simple,intuitive,kart"
2752,Soul Sacrifice Delta,2014,SCEJapanStudio,Role-Playing;Action RPG,PlayStationVita,Up to 4 ,9.0,"new,original,’,ss,strong"
2753,King's Bounty: Armored Princess,2009,KatauriInteractive,Role-Playing;Strategy;Turn-Based;General;General,PC,not specified,8.12,"hard,armored,original,new,worth"
2754,Captain Toad: Treasure Tracker,2018,"NintendoEADTokyo,NintendoSoftwareTechnology",Action;Platformer;3D,Switch,2 ,8.47,"super,u,new,easy,nintendo"
2755,Toki Tori,2018,TwoTribes,Puzzle;Action,Switch,No Online Multiplayer,,
2756,Azure Striker Gunvolt: Striker Pack,2017,IntiCreates,Miscellaneous;Compilation,Switch,No Online Multiplayer,7.0,"large,easy,gunvolt,final,original"
2757,Rock Band Rivals,2016,HarmonixMusicSystems,Action;Rhythm;Music,XboxOne,not specified,,
2758,Resident Evil HD Remaster,2015,Capcom,Horror;Action Adventure;Survival,XboxOne,not specified,8.37,"original,new,resident,evil,old"
2759,Far Cry 4,2014,UbisoftMontreal,Action;Shooter;First-Person;Modern;Arcade,XboxOne,Up to 10 ,7.67,"cry,new,ubisoft,beautiful,fun"
2760,Age of Wonders III - Golden Realms,2014,TriumphStudios,Fantasy;Strategy;Turn-Based;General,PC,not specified,9.18,"new,wild,unique,interesting,fun"
2761,Enslaved: Odyssey to the West,2010,NinjaTheory,Action Adventure;Modern;General;Modern,Xbox360,No Online Multiplayer,8.21,"fun,beautiful,facial,amazing,uncharted"
2762,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,PC,not specified,7.2,"strong,xx,cool,attractive,secret"
2763,Ys VIII: Lacrimosa of DANA,2018,Falcom,Role-Playing;Action RPG,Switch,No Online Multiplayer,8.66,"ys,amazing,interesting,perfect,weak"
2764,Prince of Persia,2008,UbisoftMontreal,Action Adventure;Fantasy;General;Fantasy,PC,1 Player,6.02,"easy,new,ubisoft,beautiful,big"
2765,Halo Wars,2009,EnsembleStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,Xbox360,6  Online,7.41,"ensemble,console,new,perfect,big"
2766,PixelJunk Monsters Encore,2008,Q-Games,Strategy;Real-Time;Fantasy;Fantasy;Defense,PlayStation3,2  Online,10.0,"addictive,co-op,available,simple,devilishly"
2767,Joint Operations: Typhoon Rising,2004,NovaLogic,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,64+  Online,9.35,"joint,fun,single,online,retail"
2768,MotorStorm: Pacific Rift,2008,EvolutionStudios,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PlayStation3,12  Online,8.11,"pacific,new,single,awesome,original"
2769,Xpand Rally,2006,Techland,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,1-4 ,7.54,"excellent,realistic,awesome,fantastic,wrong"
2770,Prey,2017,ArkaneStudios,General;Action;Shooter;First-Person;Arcade,PC,No Online Multiplayer,7.59,"new,hard,easy,useless,old"
2771,Dark Souls II: Crown of the Sunken King,2014,NamcoBandaiGames,Role-Playing;Action RPG,PC,not specified,6.78,"new,dark,sunken,souls,red"
2772,The Walking Dead: Episode 4 - Around Every Corner,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,Xbox360,not specified,8.29,"new,big,hard,final,weak"
2773,SSX,2012,EACanada,Sports;Alternative;Individual;Snowboarding;Snowboarding;Ski / Snowboard,Xbox360,1 Player,6.57,"ssx,new,tricky,big,long"
2774,Enter the Gungeon,2016,DodgeRoll,Action;General,PlayStation4,not specified,7.39,"new,difficult,easy,nuclear,random"
2775,Shantae: Half-Genie Hero,2017,WayForward,Action;Platformer;2D,Switch,No Online Multiplayer,7.5,"new,shantae,easy,hard,fun"
2776,Resident Evil HD Remaster,2015,Capcom,Action Adventure;Horror;Survival,PC,No Online Multiplayer,8.37,"original,new,resident,evil,old"
2777,Disgaea 4: A Promise Revisited,2014,NipponIchiSoftware,Fantasy;Strategy;Turn-Based;Fantasy;Tactics,PlayStationVita,No Online Multiplayer,9.0,"new,tactical,deep,stupid,disgaea"
2778,Year Walk,2015,Simogo,Adventure;3D;First-Person,WiiU,not specified,7.62,"beautiful,swedish,interesting,amazing,unique"
2779,You Don't Know Jack,2011,"Jellyvision,IronGalaxyStudios",Miscellaneous;Trivia / Game Show;Trivia / Game Show,PlayStation3,4  Online,8.16,"trivia,wrong,original,fun,new"
2780,The Lord of the Rings: The Two Towers,2002,StormfrontStudios,Action;Beat-'Em-Up,PlayStation2,1 Player,8.31,"u,secret,hard,easy,cool"
2781,Celtic Kings: Rage of War,2002,"Haemimont,HaemimontGames",Strategy;Real-Time;Historic;General;Historic,PC,1-8 ,8.0,"celtic,basic,gaulish,counter-educative,non-gaulish"
2782,ATV Offroad Fury,2001,RainbowStudios,Driving;Racing;Rally / Offroad,PlayStation2,1-2 ,7.73,"fun,stupid,realistic,smooth,gigantic"
2783,B-17 Flying Fortress: The Mighty 8th,2000,WaywardSimulations,Simulation;Flight;WWII;WWII;Combat,PC,1 Player,10.0,excellent
2784,EverQuest: The Scars of Velious,2000,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,Massively Multiplayer,10.0,"velious,single"
2785,Suikoden II,1999,Konami,Role-Playing;Console-style RPG,PlayStation,1 Player,9.89,"suikoden,original,amazing,favorite,memorable"
2786,Final Fight One,2001,Sun-Tec,Action;Beat-'Em-Up,GameBoyAdvance,1-2 ,7.17,"arcade,hard,original,final,side-scrolling"
2787,Tom Clancy's Splinter Cell: Blacklist,2013,UbisoftToronto,Action Adventure;Modern;General;Modern,Xbox360,not specified,6.49,"new,old,ubisoft,single,long"
2788,SteamWorld Dig,2014,Image&Form,Action;Action Adventure;General;Platformer;2D,PlayStation4,not specified,8.02,"simple,addictive,new,slow,small"
2789,Tekken 7,2017,BandaiNamcoGames,Action;Fighting;3D,PlayStation4,Up to 8 ,6.63,"tekken,new,fighting,online,old"
2790,Metro: Last Light,2013,4AGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,not specified,8.31,"linear,easy,new,metro,amazing"
2791,Rising Storm,2013,AntimatterGames,Action;Shooter;Shooter;First-Person;Historic;Arcade,PC,not specified,8.48,"red,realistic,orchestra,japanese,tactical"
2792,NCAA Football 12,2011,EASports,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,not specified,6.48,"new,ncaa,improved,big,awesome"
2793,Lethal League,2014,Reptile,Action;Fighting;2D,PC,not specified,8.11,"simple,smash,competitive,solid,worth"
2794,Puzzle Quest: Challenge of the Warlords,2007,1stPlayableProductions,Miscellaneous;Puzzle;Puzzle;Puzzle;Matching;Matching,DS,1-2 ,8.44,"addictive,fun,big,casual,perfect"
2795,Ninja Five-O,2003,Hudson,Action;Platformer;2D,GameBoyAdvance,1 Player,9.5,"challenging,hard,interesting,ultra,new"
2796,Madden NFL 18,2017,EASports,Sports;Team;Football;Sim,XboxOne,Up to 6 ,3.23,"madden,new,’,big,ea"
2797,Botanicula,2012,AmanitaDesign,Adventure;General;Third-Person;General;Point-and-Click;Fantasy,PC,not specified,8.51,"amanita,simple,beautiful,perfect,amazing"
2798,OutRun 2006: Coast 2 Coast,2006,SumoDigital,Driving;Racing;Arcade;Arcade;Automobile,PSP,6  Online,7.82,"original,outrun,arcade,old,nfs"
2799,"Nine Hours, Nine Persons, Nine Doors",2010,ChunSoft,Action Adventure;Adventure;General;Horror;3D;Visual Novel;First-Person;Modern;Modern,DS,not specified,8.04,"visual,interesting,multiple,actual,japanese"
2800,Darkest Dungeon: The Crimson Court,2017,RedHookStudios,Role-Playing;General,PC,not specified,,
2801,She Remembered Caterpillars,2017,YsbrydGames,Puzzle;Action,PC,No Online Multiplayer,6.0,"green,red,simple,small,yellow"
2802,College Hoops 2K7,2006,2KSports,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,8  Online,9.43,"hard,fun,immersive,easy,awesome"
2803,Joe Danger 2: The Movie,2012,HelloGames,Action;Racing;General;General;Arcade;Other,Xbox360,not specified,9.0,"original,5-star,september,british,indy"
2804,Catherine,2011,Atlus,Action Adventure;Horror;Horror;Survival,Xbox360,1-2 ,7.95,"interesting,hard,unique,easy,challenging"
2805,Pro Evolution Soccer 2015,2014,Konami,Sports;Traditional;Team;Soccer;Sim,PC,not specified,5.87,"fifa,online,big,new,realistic"
2806,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,PlayStation4,Up to 22 ,4.22,"fifa,new,ultimate,ea,big"
2807,PixelJunk Shooter Ultimate,2014,DoubleEleven,Action;Shooter;Scrolling;Shoot-'Em-Up;Vertical,PlayStation4,not specified,6.8,"free,fun,new,single,ps"
2808,Bookworm Adventures Deluxe,2006,PopCap,Miscellaneous;Puzzle;Puzzle;General;Puzzle;Logic;General,PC,not specified,7.8,"scrabble,minor,positives.the,dirty,secret"
2809,de Blob,2008,BlueTongueEntertainment,Action;Platformer;Platformer;3D;3D,Wii,1-4 ,7.93,"fun,unique,colorful,dynamic,free"
2810,The Lord of the Rings: The Battle for Middle-Earth,2004,EALA,Strategy;Real-Time;Fantasy;General;Fantasy,PC,4  Online,7.18,"strategic,deep,evil,fun,big"
2811,ZEN Pinball 2,2013,ZenStudios,Action;Miscellaneous;Parlor;Pinball,PlayStation4,not specified,7.77,"pinball,free,zen,new,awesome"
