Title,Userscore
Knockout Kings 2001,8.0
Command & Conquer: Red Alert 2,9.0
Shogun: Total War,9.33
Bayonetta,7.9
Outland,7.18
Rayman Legends: Definitive Edition,8.5
Shin Megami Tensei: Devil Survivor 2 Record Breaker,8.71
Gears of War 4,7.82
Mass Effect 3: Citadel,7.79
Halo 5: Guardians,6.66
DiRT,7.37
Darkest Dungeon,7.12
F1 2017,8.04
Super Street Fighter IV: Arcade Edition,7.31
NBA 2K7,7.62
TOCA Race Driver 3,8.04
NBA 2K6,8.9
Day of the Tentacle Remastered,8.38
Football Manager 2012,7.61
The Elder Scrolls V: Skyrim,7.15
ZEN Pinball 2: South Park: Super-Sweet Pinball,1.67
Trine 2: Director's Cut,8.77
Devil May Cry 4,7.59
The Incredible Hulk: Ultimate Destruction,8.76
Guitar Hero: Metallica,8.69
Guild Wars Factions,8.27
Guacamelee!,8.77
Gorogoa,8.5
No More Heroes 2: Desperate Struggle,9.0
LEGO Star Wars II: The Original Trilogy,8.93
Battle Chasers: Nightwar,7.67
NBA 2K14,4.33
Sid Meier's Civilization Revolution,7.65
80 Days (2015),8.0
Spore,4.42
Unity of Command,6.42
NBA Live 2005,7.42
Colin McRae Rally 04,7.8
Skies of Arcadia Legends,9.4
MotoGP,8.67
Fear Effect 2: Retro Helix,8.5
Sega GT,6.67
Midnight Club 3: DUB Edition,8.83
Hearthstone: The Grand Tournament,4.23
Marvel vs. Capcom 3: Fate of Two Worlds,7.48
Metro Redux,8.25
"Time Gentlemen, Please!",7.0
The Walking Dead: Episode 2 - Starved for Help,8.61
Total War: WARHAMMER II - Rise of the Tomb Kings,8.0
Grim Fandango Remastered,7.21
Deus Ex: Mankind Divided,6.2
Need for Speed: Most Wanted - A Criterion Game,5.0
Frozen Synapse Prime,4.0
Resident Evil 4 HD,7.68
Killzone 3,8.39
Guacamelee! 2,8.65
F1 2012,7.48
Stacking,8.0
Thumper,8.18
Battlefield 1943,8.04
F1 2011,7.13
Devil May Cry 3: Dante's Awakening,8.95
Axiom Verge,7.52
Professor Layton and the Diabolical Box,8.83
Dishonored: Death of the Outsider,6.43
Enter The Gungeon,9.0
The Banner Saga 2,7.57
Europa Universalis IV: Wealth of Nations,8.0
BioShock Infinite: Burial at Sea - Episode Two,7.58
Mass Effect 3: Citadel,7.79
NBA 2K9,6.56
Red Faction II,8.2
Disciples II: Dark Prophecy,8.71
Silent Hill 2: Restless Dreams,7.9
Tony Hawk's Pro Skater 2,8.12
Fight Night Round 3,8.13
Just Cause 2,8.16
Nex Machina: Death Machine,8.48
Mortal Kombat,8.65
Polybius,9.0
Crysis Warhead,7.31
Devil May Cry 4,7.59
Need for Speed: Most Wanted - A Criterion Game,5.0
Uncharted: The Lost Legacy,7.59
Tom Clancy's Rainbow Six 3: Black Arrow,7.57
Assassin's Creed IV: Black Flag,7.64
F1 2018,9.0
NBA 2K6,8.9
Hyper Light Drifter,8.67
Enter the Gungeon,7.39
Worms 2: Armageddon,8.0
Skate 2,7.37
Detention,8.0
Hitman - Episode 2: Sapienza,6.86
ZEN Pinball 2: Aliens Vs. Pinball,8.0
Child of Light,8.34
Bit.Trip Complete,9.8
Classic NES Series: Super Mario Bros.,8.0
NBA Live 2004,7.59
Age of Mythology: The Titans,8.2
SimCity 4,8.58
Sega Soccer Slam,8.0
Splashdown,7.62
Spider-Man: Mysterio's Menace,8.83
Super Mario Advance,6.62
Microsoft Train Simulator,9.5
San Francisco Rush 2049,9.43
WipeOut 64,8.0
Dead or Alive,
The Incredible Hulk: Ultimate Destruction,8.76
Split/Second,8.5
Lone Survivor: The Director's Cut,8.26
The Lord of the Rings: The Return of the King,8.41
"Snipperclips Plus: Cut It Out, Together!",7.0
The Walking Dead: Episode 1 - A New Day,7.83
Hatsune Miku: Project Diva Future Tone - Colorful Tone,8.8
Hatsune Miku: Project Diva Future Tone - Future Sound,9.75
Dark Void Zero,9.0
Etrian Odyssey IV: Legends of the Titan,8.5
Final Fantasy IX,9.1
DJ Hero,8.03
Frostpunk,8.61
Rise of Nations: Rise of Legends,8.35
Bulletstorm,7.51
Tony Hawk's American Sk8land,9.13
TOCA Race Driver 3,8.04
FRU,8.12
FTL: Faster Than Light,7.84
Madden NFL 07,5.92
Fallout: New Vegas,8.03
Dragon Quest V: Hand of the Heavenly Bride,9.0
FIFA Soccer 09,7.69
Xenoblade Chronicles X,8.66
Ace Combat 5: The Unsung War,9.3
X-Men Legends II: Rise of Apocalypse,7.81
Resogun,8.64
SOMA,8.81
DEFCON: Everybody Dies,8.36
Pinball FX 2: Marvel Pinball - Vengeance and Virtue,
James Bond 007: Everything or Nothing,7.93
NASCAR: Dirt to Daytona,9.43
NASCAR Thunder 2003,9.11
Puyo Pop,6.5
Rayman Advance,7.5
Need for Speed: Shift,5.88
Saints Row: The Third,7.91
Gran Turismo 5,7.56
Thimbleweed Park,8.25
Tron 2.0,6.88
Metro Redux,8.25
The Warriors,8.66
Skate 2,7.37
NieR: Automata,8.68
The Walking Dead: Episode 2 - Starved for Help,8.61
X-Men Legends II: Rise of Apocalypse,7.81
Brothers in Arms: Earned in Blood,7.95
Lego Star Wars II: The Original Trilogy,9.11
Pokemon Ultra Moon,8.61
F1 2018,9.0
Moonlighter,7.86
Lara Croft and the Guardian of Light,8.24
Darksiders II,7.85
Borderlands,7.66
Indigo Prophecy,7.22
Nioh: Complete Edition,6.51
Half-Minute Hero,8.12
ICEY,7.83
Madden NFL 11,6.27
Grim Fandango Remastered,7.21
Mutant Mudds Deluxe,7.83
Psi-Ops: The Mindgate Conspiracy,9.11
Thimbleweed Park,8.25
The Lord of the Rings: The Battle for Middle-Earth II,6.6
Assault Android Cactus,8.0
Tom Clancy's Splinter Cell Double Agent,7.83
Def Jam: Fight for NY,9.0
Classic NES Series: The Legend of Zelda,9.17
Battlefield Vietnam,7.0
Medieval: Total War - Viking Invasion,8.0
NBA 2K3,7.85
Dance Dance Revolution Konamix,9.8
Street Fighter III: 3rd Strike,10.0
Fallout 4,5.61
Tom Clancy's Ghost Recon 2 Summit Strike,9.47
Guild Wars Nightfall,7.0
Lara Croft GO,6.5
Disgaea 2: Cursed Memories,8.25
Oddworld: Abe's Oddysee - New 'n' Tasty,7.62
The Messenger,7.0
Madden NFL 16,5.77
Minecraft: PlayStation Vita Edition,8.83
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,8.56
The Binding of Isaac,8.15
Enemy Territory: Quake Wars,8.11
Warhawk,8.47
Valkyrie Profile 2: Silmeria,8.82
FIFA 14,3.74
New Super Mario Bros. U,7.99
MLB 08: The Show,9.03
The Lord of the Rings: The Return of the King,8.41
Ultra Street Fighter IV,8.42
FIFA 17,4.11
Trine 2,8.5
UFC Undisputed 2009,7.45
The Walking Dead: Season Two Episode 5 - No Going Back,8.6
PixelJunk Monsters: Ultimate HD,9.12
Rift,6.91
Zero Escape: Virtue's Last Reward,8.88
Hitman - Episode 2: Sapienza,6.86
Project CARS 2,5.84
BioShock: The Collection,8.78
Swords & Soldiers,8.4
The Wolf Among Us: Episode 5 - Cry Wolf,8.86
Might & Magic: Clash of Heroes,9.0
Child of Eden,8.02
Shift 2: Unleashed,5.76
The End Is Nigh,8.2
Sid Meier's Civilization IV: Warlords,9.22
Hitman,7.09
SpeedRunners,7.3
Resident Evil 4 HD,7.68
Full Spectrum Warrior,8.0
Battlefield 1942: The Road to Rome,7.0
NCAA College Basketball 2K3,7.33
Tom Clancy's Ghost Recon,8.75
NASCAR Thunder 2003,9.11
Poseidon,6.5
Escape from Monkey Island,8.28
Star Wars: Episode I Battle for Naboo,8.0
Tom Clancy's Splinter Cell: Blacklist,6.49
FIFA 16,3.54
FIFA 18,2.3
Vanquish,8.34
F1 2010,7.05
Assassin's Creed Origins,7.06
Shatter,8.0
Vanquish,8.34
Tiger Woods PGA Tour 09,8.0
Shin Megami Tensei IV: Apocalypse,8.92
Star Wars: Battlefront II,8.51
Darwinia,8.32
WWE SmackDown! vs. Raw 2006,7.68
Super Meat Boy,8.05
F1 2010,7.05
Puzzle Quest: Challenge of the Warlords,8.44
Yoku's Island Express,8.8
Dark Souls Remastered,6.2
World of Goo,8.52
Final Fantasy X / X-2 HD Remaster,8.59
Ultimate General: Gettysburg,8.24
Trine 2: Complete Story,8.5
NHL 13,5.78
Sound Shapes,8.05
Space Invaders Extreme,9.0
Jak 3,8.83
Psi-Ops: The Mindgate Conspiracy,9.11
James Bond 007: Everything or Nothing,7.93
The Sims,7.3
Onimusha 2: Samurai's Destiny,8.79
Spy Hunter,8.0
Resident Evil Code: Veronica X,8.24
ChuChu Rocket!,10.0
Ecco the Dolphin: Defender of the Future,7.2
Bulletstorm,7.51
Prince of Persia: Warrior Within,7.4
Just Shapes & Beats,7.82
Assassin's Creed Origins: The Curse of the Pharaohs,9.4
Borderlands 2: Mr. Torgue's Campaign of Carnage,7.92
Final Fantasy XV,6.9
Overcooked! 2,7.2
Final Fantasy XI: Treasures of Aht Urhgan,9.2
Lumines Remastered,9.14
DmC: Devil May Cry Definitive Edition,7.75
Pro Evolution Soccer 2018,6.36
Grim Dawn,8.41
Super Puzzle Fighter II Turbo,
Battlefield 1943,8.04
BlazBlue: Chrono Phantasma,8.78
Dungeons & Dragons: Chronicles of Mystara,5.93
Marvel Pinball,9.0
NBA Live 2005,7.42
Resident Evil 0,8.78
Virtua Tennis,0.0
Sega Sports Tennis,8.18
MDK2,9.25
Kid Icarus: Uprising,9.16
Gunpoint,8.27
Detention,8.0
Sly 3: Honor Among Thieves,8.69
Hakuoki: Kyoto Winds,
NHL 2K6,6.27
Beyond Good & Evil,8.86
LocoRoco,9.23
MLB 06: The Show,8.62
Anno 2070,5.78
SMITE,7.85
Donkey Kong Country Returns 3D,8.43
Unreal Championship,8.31
Halo: Combat Evolved,8.3
Ultra Street Fighter IV,8.42
ESPN NBA 2K5,7.47
Darksiders II,7.85
FIFA 18,2.3
Final Fantasy X / X-2 HD Remaster,8.59
Battlefield 3: Back to Karkand,7.54
N+,7.11
Guild Wars 2: Path of Fire,7.41
Fallout 3: Point Lookout,8.47
Baldur's Gate: Dark Alliance,8.51
No More Heroes,8.37
Fight Night Round 3,8.13
Shin Megami Tensei IV,8.62
Sonic Mania,9.04
Hellblade: Senua's Sacrifice,7.76
Assassin's Creed IV: Black Flag,7.64
Silent Storm,9.2
Need for Speed Underground,8.62
FIFA Soccer 2004,6.61
Command & Conquer: Generals - Zero Hour,9.0
Homeworld 2,7.14
Wakeboarding Unleashed Featuring Shaun Murray,8.89
Phantasy Star Online Episode I & II,9.55
Galactic Civilizations,8.83
Rygar: The Legendary Adventure,8.8
EverQuest: The Shadows of Luclin,6.5
The Typing of the Dead,8.0
Halo 3: ODST,6.67
Ghost Trick: Phantom Detective,9.09
Pure,7.56
PixelJunk Monsters,8.54
MLB Power Pros,8.18
Forgotton Anne,8.0
Orcs Must Die!,8.29
Tony Hawk's Underground 2,7.24
Persona Q: Shadow of the Labyrinth,7.27
DiRT,7.37
Life is Strange,8.53
Comet Crash,7.83
The Incredible Hulk: Ultimate Destruction,8.76
Steins;Gate,8.78
Beyond Good & Evil HD,8.03
Fable: The Lost Chapters,8.38
Resident Evil 5,6.96
Mega Man 9,8.6
LIMBO,7.91
Prey: Mooncrash,9.75
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,8.56
Racing Gears Advance,10.0
Dead or Alive Ultimate,7.77
Darkest Dungeon,7.12
Street Fighter X Tekken,4.6
LEGO Star Wars II: The Original Trilogy,8.93
Deus Ex: Mankind Divided,6.2
Bleed 2,8.0
Call of Duty: Black Ops II,5.29
Madden NFL 11,6.27
Bushido Blade,10.0
NBA 2K10,7.7
NBA 2K7,7.62
Resident Evil HD Remaster,8.37
Unreal Tournament III,7.2
Devil Daggers,8.0
Puyo Puyo Tetris,7.61
Dark Souls II: Crown of the Old Iron King,7.5
NBA Ballers,8.31
Genma Onimusha,7.8
Space Station Silicon Valley,10.0
Persona 4 Arena,7.54
The Elder Scrolls Online: Summerset,4.33
The Blackwell Epiphany,9.86
This page isn’t working,7.44
This page isn’t working,7.44
This page isn’t working,7.44
This page isn’t working,7.44
This page isn’t working,7.44
This page isn’t working,7.44
Tomb Raider: Anniversary,7.44
Need for Speed: Most Wanted,8.3
Bangai-O Spirits,8.25
The Forest,7.44
Tekken Tag Tournament 2: Wii U Edition,8.2
Call of Duty: Modern Warfare Remastered,6.81
Need for Speed: Shift,5.88
Hearts of Iron II,8.72
Pinball Hall of Fame: The Williams Collection,9.32
Final Fantasy XIII,6.09
NCAA Football 10,6.14
ZEN Pinball 2: Portal Pinball,2.67
Star Wars Pinball,8.0
TimeSplitters: Future Perfect,9.18
FIFA Soccer 11,7.79
Project CARS,6.32
Crush,9.2
Yakuza 6: The Song of Life,8.56
Guardian Heroes,8.88
Borderlands,7.66
Need for Speed Underground,8.62
Freedom Fighters,8.19
High Heat Major League Baseball 2004,7.22
FIFA Soccer 2003,7.31
Icewind Dale II,8.0
Age of Empires,8.3
EverQuest II: Echoes of Faydwer,9.6
Pocket Card Jockey,9.67
Dragon Quest Builders,8.18
Transistor,8.35
Bleach: The Blade of Fate,9.4
Lumines: Electronic Symphony,8.39
Prince of Persia: Warrior Within,7.4
Splatoon 2,8.53
Dark Souls II: Crown of the Ivory King,8.0
Everyday Shooter,8.0
Crackdown,7.86
EverQuest II,7.82
Call of Duty 3,6.65
UFC Undisputed 2009,7.45
Fable: The Lost Chapters,8.38
Terraria,8.73
Madden NFL 09,5.28
Destiny 2,4.47
Final Fantasy XIV Online: A Realm Reborn,7.01
MLB 06: The Show,8.62
Magic: Duels of the Planeswalkers 2014,6.0
Card Hunter (2013),8.27
Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,8.5
Madden NFL 17,4.24
This War of Mine,8.17
Just Cause 2,8.16
Picross DS,8.25
Fight Night Round 3,8.13
Spider-Man 2,8.44
Steins;Gate,8.78
SteamWorld Dig,8.02
Oddworld: Stranger's Wrath HD,9.08
NHL 13,5.78
Madden NFL 13,5.55
Fallout: New Vegas - Old World Blues,7.86
Darksiders,8.05
Clubhouse Games,8.62
Super Puzzle Fighter II,10.0
Tom Clancy's Rainbow Six 3: Raven Shield,9.57
Xenosaga Episode I: Der Wille zur Macht,8.42
World of Outlaws: Sprint Cars,10.0
Street Fighter Alpha 3,9.13
Colin McRae Rally 2.0,9.73
Combat Flight Simulator 2: WWII Pacific Theater,8.0
Resistance 3,8.11
Orcs Must Die! 2,8.14
Metro Redux,8.25
BYE-BYE BOXBOY!,
Ratchet & Clank Collection,9.07
Hitman,7.09
Picross 3D,8.55
Gunstar Super Heroes,8.86
Madden NFL 07,5.92
Stretchmo,8.5
The Misadventures of P.B. Winterbottom,7.38
Mega Man X Legacy Collection,
The Swapper,8.58
Mighty Flip Champs!,10.0
Persona 2: Eternal Punishment,10.0
Prey (2006),7.52
Yoku's Island Express,8.8
LEGO Marvel Super Heroes,7.57
Metal Gear Rising: Revengeance,7.59
Tony Hawk's Underground 2,7.24
Castlevania: Lords of Shadow,8.3
Sine Mora,7.38
Tales of Monkey Island Chapter 5: Rise of the Pirate God,9.5
Crisis Core: Final Fantasy VII,8.6
Starseed Pilgrim,4.79
Age of Conan: Rise of the Godslayer,6.4
Trine,7.82
Darksiders,8.05
MLB 08: The Show,9.03
Alan Wake,7.71
Titanfall,7.14
Karaoke Revolution,9.57
Hitman 2: Silent Assassin,7.85
NBA Live 2003,8.55
Tiger Woods PGA Tour 2002,7.17
Monaco: What's Yours Is Mine,7.8
Indigo Prophecy,7.22
Deus Ex: Mankind Divided,6.2
Castle Crashers Remastered,7.14
Transistor,8.35
Pac-Man Championship Edition,9.0
Prince of Persia: Warrior Within,7.4
Mutant Mudds: Super Challenge,
Child of Light,8.34
Rogue Galaxy,8.0
inFamous 2,8.75
Nintendogs: Chihuahua & Friends,9.0
Tekken Tag Tournament 2,8.21
Yakuza 5,9.5
DiRT,7.37
FIFA Soccer 08,6.53
Zero Escape: Zero Time Dilemma,7.67
Outland,7.18
Skylanders Swap Force,8.2
Call of Duty: Advanced Warfare,5.82
Overcooked! 2,7.2
WarioWare: Smooth Moves,6.51
Tiger Woods PGA Tour 06,5.44
The Sexy Brutale,7.25
MLB 14: The Show,7.49
Helldivers,7.87
Project CARS,6.32
Worldwide Soccer Manager 2009,6.25
Call of Duty: World at War,7.0
Torchlight,8.06
Mortal Kombat X,8.13
Valdis Story: Abyssal City,7.42
Art Style: PiCTOBiTS,10.0
Sonic Advance 2,8.23
Rayman 3,7.67
NCAA College Basketball 2K3,7.33
Steel Battalion,9.3
XGIII: Extreme G Racing,7.57
FIFA 2001,6.67
Crimson Skies,9.33
Octopath Traveler,8.33
Professor Layton and the Last Specter,8.0
NBA 2K15,5.98
Danganronpa 1-2 Reload,9.2
Nintendogs: Lab & Friends,7.8
Xenoblade Chronicles 2,8.5
Need for Speed Most Wanted,9.1
Madden NFL 16,5.77
RACE 07: Official WTCC Game,9.18
Freedom Planet,9.04
2010 FIFA World Cup South Africa,7.69
FIFA Soccer 10,7.03
Gravity Rush,8.95
Pokemon Omega Ruby,8.07
Horizon Zero Dawn: The Frozen Wilds,8.46
Ninja Gaiden: Dragon Sword,8.33
Rhythm Heaven Fever,9.31
Ms. 'Splosion Man,7.33
SUPERHOT,7.47
SUPERHOT,7.47
CastleStorm,8.57
EverQuest II: Rise of Kunark,9.33
Ninja Gaiden Sigma 2,6.76
Dragon Quest Heroes: Rocket Slime,7.95
Sleeping Dogs,8.02
Contra 4,8.96
Street Fighter: 30th Anniversary Collection,6.0
Rhythm Heaven,8.48
Mega Man Legacy Collection,8.62
Path of Exile: The Fall of Oriath,9.33
The Legend of Heroes: Trails in the Sky the 3rd,9.0
SteamWorld Heist,9.17
Dark Age of Camelot: Catacombs,10.0
ABZU,7.35
Nintendogs: Dalmatian & Friends,7.25
Little Nightmares,7.91
Stacking,8.0
Spore Creature Creator,8.38
Final Fantasy V Advance,8.38
Colin McRae Rally 2005,6.56
James Bond 007: Everything or Nothing,7.93
The Sims,7.3
All-Star Baseball 2003,7.6
F1 2001,6.33
Looney Tunes: Space Race,8.0
Tom Clancy's Splinter Cell: Conviction,6.64
Luftrausers,7.88
And Yet It Moves,8.67
Tribes: Vengeance,6.92
Hitman: Absolution,6.84
Super Puzzle Fighter II Turbo HD Remix,9.33
Hitman: Blood Money,8.45
Kirby Mass Attack,8.85
Call of Duty: Black Ops II,5.29
Guitar Hero III: Legends of Rock,7.71
Alan Wake,7.71
Gorogoa,8.5
Tales From The Borderlands: Episode 3 - Catch A Ride,8.36
L.A. Noire: The Complete Edition,7.16
Brutal Legend,8.14
Dragon Quest Wars,4.5
VVVVVV,7.57
The Banner Saga 3,6.67
GTR Evolution,7.67
Marvel: Ultimate Alliance,7.52
Life is Strange: Episode 5 - Polarized,7.41
Battlefield 3: Back to Karkand,7.54
Bully: Scholarship Edition,7.79
Def Jam: Fight for NY,9.0
SteamWorld Dig,8.02
BROFORCE,7.84
Disgaea 2: Dark Hero Days,8.25
Dust: An Elysian Tail,8.99
Battlefield: Bad Company,7.65
Splasher,8.5
Spelunky,7.47
NCAA Football 09,6.4
Star Wars: Battlefront II,8.51
Wipeout Fusion,8.0
Independence War 2: Edge of Chaos,9.83
Myst III: Exile,8.22
Final Fantasy Tactics,9.36
Ace Combat 2,7.5
Superbrothers: Sword & Sworcery EP,5.12
Sid Meier's Civilization IV: Colonization,5.96
Pro Evolution Soccer 2008,8.17
Steel Division: Normandy 44,8.27
Hearts of Iron IV,6.17
Nintendogs: Dachshund & Friends,9.0
Skylanders Swap Force,8.2
Dark Souls II: Crown of the Sunken King,6.78
Europa Universalis III,6.96
Rhythm Heaven Megamix,8.07
Duskers,7.67
F1 2011,7.13
Severed,8.69
Prince of Persia: Warrior Within,7.4
Door Kickers,7.43
Counter-Strike: Global Offensive,6.94
Resident Evil 7: biohazard,7.44
Owlboy,7.03
OlliOlli2: XL Edition,4.0
Frequency,9.0
Call of Duty: World at War,7.0
Iconoclasts,7.57
Flipping Death,
Yoku's Island Express,8.8
MLB 07: The Show,8.73
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,7.2
Worms W.M.D,7.33
Theatrhythm Final Fantasy: Curtain Call,7.82
Boktai: The Sun Is in Your Hand,9.33
Harvest Moon: Magical Melody,9.13
Pokemon Platinum Version,8.74
Donkey Kong Country: Tropical Freeze,9.09
Valkyria Chronicles II,8.14
Batman: The Telltale Series - Episode 2: Children of Arkham,9.0
Outland,7.18
ZEN Pinball 2: The Walking Dead,4.5
BlazBlue: Continuum Shift Extend,8.85
Odin Sphere,8.37
Tony Hawk's Underground 2 Remix,8.08
Maximo vs Army of Zin,9.5
Metal Arms: Glitch in the System,8.91
ESPN College Hoops,8.5
High Heat Major League Baseball 2004,7.22
MechWarrior 4: Mercenaries,8.86
F1 2001,6.33
Breath of Fire IV,8.42
Metal Gear Solid,9.61
Mario Kart 64,8.52
"Invisible, Inc.",8.21
WarioWare D.I.Y.,9.09
Wipeout Pulse,9.18
SOMA,8.81
Dark Souls II: Crown of the Ivory King,8.0
Defense Grid: The Awakening,8.44
Sega Genesis Collection,7.67
Gears of War: Ultimate Edition,8.09
Tomb Raider: Legend,7.23
Tom Clancy's Rainbow Six Vegas 2,7.19
Red Faction: Guerrilla,7.71
X-Men Legends II: Rise of Apocalypse,7.81
The Book of Unwritten Tales,8.68
Ys: Memories of Celceta,8.92
Laser League,8.17
Super Hydorah,
BioShock 2: Minerva's Den,9.0
KORG DS-10 Synthesizer,10.0
Super Robot Taisen: Original Generation 2,
Watch Dogs 2,8.0
Hand of Fate 2,8.33
TOCA Race Driver 3,8.04
Dance Central,8.0
FIFA 16,3.54
F1 2011,7.13
Capitalism II,9.17
Rally Trophy,9.0
GT Advance Championship Racing,10.0
Ridge Racer 64,9.0
Pokemon Alpha Sapphire,8.32
Nuclear Throne,7.88
Yoku's Island Express,8.8
Rock Band,8.13
Stealth Inc 2: A Game of Clones,7.4
Dark Souls III: The Ringed City,8.05
Dawn of Discovery,8.41
Pinball FX3,8.07
Hot Shots Golf: Open Tee 2,10.0
SingStar,6.0
The Sexy Brutale,7.25
FIFA 07 Soccer,8.41
Child of Light,8.34
L.A. Noire: The VR Case Files,5.0
City of Villains,7.8
Cave Story 3D,9.43
The Banner Saga 2,7.57
Freedom Planet,9.04
The Wolf Among Us: Episode 2 - Smoke and Mirrors,8.17
LEGO Marvel Super Heroes,7.57
Kentucky Route Zero - Act II,8.25
Minecraft: Xbox 360 Edition,7.51
MLB 07: The Show,8.73
Dead Space: Extraction,7.74
NBA 2K10,7.7
Project CARS 2,5.84
NBA Ballers,8.31
Football Manager 2018,3.71
Resident Evil: Revelations,8.83
Tom Clancy's Splinter Cell: Blacklist,6.49
You Don't Know Jack,8.16
SUPERHOT,7.47
Fortnite,3.73
LEGO Marvel Super Heroes,7.57
Pokemon Ruby Version,9.21
MVP Baseball 2003,8.36
NHL Hitz 20-03,8.78
Gitaroo Man,9.09
Theme Park Roller Coaster,8.0
Dave Mirra Freestyle BMX,10.0
Karaoke Revolution Volume 3,7.5
Dawn of Discovery,8.41
Professor Layton and the Miracle Mask,8.48
The Banner Saga 2,7.57
The Pinball Arcade,8.0
Monster Hunter 3 Ultimate,8.56
Saints Row: The Third,7.91
Borderlands: The Handsome Collection,8.08
F1 2018,9.0
Forza Horizon 2: Storm Island,5.4
Super Stardust Delta,9.0
Tiger Woods PGA Tour 09,8.0
Act of War: Direct Action,9.56
Madden NFL 18,3.23
South Park: The Stick of Truth,8.56
Geometry Wars 3: Dimensions,8.06
Stealth Inc 2: A Game of Clones,7.4
RiME,7.57
Tekken 7,6.63
Runbow,9.38
Madden NFL 17,4.24
Sokobond,8.25
Quell Memento,9.0
MotoHeroz,8.0
Mario vs. Donkey Kong: Minis March Again!,8.33
Zone of the Enders: The 2nd Runner,9.0
F1 2016,8.69
Viva Pinata: Trouble in Paradise,8.56
Sam & Max Episode 105: Reality 2.0,8.5
2010 FIFA World Cup South Africa,7.69
Lovers in a Dangerous Spacetime,7.91
Bejeweled 3,7.85
Dangerous Waters,8.83
Shift 2: Unleashed,5.76
LEGO The Lord of the Rings,8.49
Iron Brigade,8.43
Tomb Raider: Legend,7.23
Peter Jackson's King Kong: The Official Game of the Movie,7.9
Asheron's Call 2: Fallen Kings,8.0
Super Monkey Ball Jr.,9.33
WWE SmackDown! Shut Your Mouth,8.95
Unreal Tournament III,7.2
N++,6.8
Gemini Rue,8.14
Sonic CD,8.47
Pro Evolution Soccer 2015,5.87
Dyad,5.57
Antichamber,8.19
Sonic & All-Stars Racing Transformed,7.73
NBA 2K9,6.56
Neverwinter Nights 2,4.77
Mega Man Powered Up,8.46
Darkstalkers Resurrection,8.0
Dark Souls III: The Ringed City,8.05
Dragon Age: Origins - Awakening,6.86
Peter Jackson's King Kong: The Official Game of the Movie,7.9
Danganronpa: Trigger Happy Havoc,8.07
Hearthstone: Blackrock Mountain,5.25
Madden NFL 07,5.92
Rome: Total War Barbarian Invasion,8.45
The Pinball Arcade,8.0
Gradius V,9.0
Marvel: Ultimate Alliance,7.52
Top Spin 4,7.83
NCAA Football 12,6.48
Guitar Hero III: Legends of Rock,7.71
The Darkness,8.03
I Expect You To Die,8.14
Etrian Odyssey 2 Untold: The Fafnir Knight,5.75
Disgaea DS,9.25
Lunar Knights,7.62
Hacknet,7.9
The Walking Dead: Season Two Episode 3 - In Harm's Way,8.13
Test Drive Unlimited,8.21
Tales of Monkey Island Chapter 3: Lair of the Leviathan,8.75
The Walking Dead: A Telltale Games Series - The Complete First Season,8.92
Blur,7.73
FIFA 15,4.22
Neverwinter Nights 2: Mask of The Betrayer,8.97
Need for Speed Most Wanted,9.1
Sins of a Solar Empire: Rebellion,7.48
Broken Sword: The Sleeping Dragon,7.71
Age of Wonders: Shadow Magic,9.12
ATV Offroad Fury 2,8.75
Mega Man Zero,9.5
SOCOM: U.S. Navy SEALs,8.48
Tom Clancy's Ghost Recon: Desert Siege,8.5
Warlords Battlecry II,9.67
Ring of Red,9.33
Football Manager Live,5.0
Prey: Mooncrash,9.75
The Walking Dead: Season Two Episode 2 - A House Divided,7.86
Marvel: Ultimate Alliance,7.52
Darksiders,8.05
The Talos Principle: Road To Gehenna,7.8
Lara Croft and the Guardian of Light,8.24
Stellaris - Utopia,5.75
Tales From The Borderlands: Episode 1 - Zer0 Sum,8.25
Aquaria,8.59
Need for Speed: Underground,8.06
Super Puzzle Fighter II Turbo HD Remix,9.33
TrackMania Sunrise,10.0
King's Quest Chapter 1: A Knight to Remember,7.45
Ape Escape 2,9.0
Viva Pinata: Pocket Paradise,6.0
Skullgirls,8.1
PixelJunk Shooter 2,5.5
Tekken Tag Tournament 2,8.21
Shantae and the Pirate's Curse,9.23
The Elder Scrolls V: Skyrim - Dragonborn,7.97
Galak-Z: The Dimensional,7.1
Sportsfriends,7.25
Dragon Age II,4.01
Dragon Age II,4.01
Hand of Fate 2,8.33
Pyre,7.36
10 Second Ninja X,
Endless Legend,7.87
Virtua Fighter 5: Final Showdown,9.1
Skylanders: Spyro's Adventure,5.26
Trauma Team,9.22
Henry Hatsworth in the Puzzling Adventure,8.6
Call of Duty 3,6.65
Doom,8.97
SOCOM 3: U.S. Navy SEALs,7.91
X-Men Legends II: Rise of Apocalypse,7.81
Dance Dance Revolution Ultramix,8.57
Gladius,9.5
NCAA College Basketball 2K3,7.33
Tom Clancy's Ghost Recon: Island Thunder,8.67
FIFA Soccer 2002,6.25
Extreme-G,10.0
S.T.A.L.K.E.R.: Shadow of Chernobyl,7.67
Mega Man 9,8.6
Far Cry 5,6.91
Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,8.67
Okamiden,8.06
