Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore,labels,recommendation
2509,Tomb Raider: Legend,2006,NixxesSoftware,Action Adventure;Modern;Modern;Linear,PC,No Online Multiplayer,7.23,"easy,new,old,tomb,original","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,System Shock 2"
2510,Peter Jackson's King Kong: The Official Game of the Movie,2005,UbisoftMontpellier,Action Adventure;Modern,PlayStation2,1 Player,7.9,"amazing,scary,survival,giant,big","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Rygar: The Legendary Adventure"
2511,Asheron's Call 2: Fallen Kings,2002,TurbineInc.,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,Massively Multiplayer,8.0,"online,sad,accessible,easy,monthly","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Myth II: Soulblighter"
2512,Super Monkey Ball Jr.,2002,RealismLtd,Miscellaneous;Puzzle;General,GameBoyAdvance,1-4 ,9.33,"amazing,super,fun,easy,hard","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Syphon Filter: Dark Mirror"
2513,WWE SmackDown! Shut Your Mouth,2002,Yuke's,Action;Fighting;Wrestling,PlayStation2,1-6 ,8.95,"smackdown,cool,raw,fake,awesome","Myth II: Soulblighter,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits"
2514,Unreal Tournament III,2008,EpicGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,16  Online,7.2,"unreal,ut,new,single,ut3","EyeToy: Play,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2515,N++,2015,MetanetSoftwareInc.,Platformer;2D;Action;Platformer;2D,PlayStation4,not specified,6.8,"new,single,difficult,addictive,enjoyable","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2516,Gemini Rue,2011,"WadjetEyeGames,JoshuaNuernberger",Adventure;General;Third-Person;General;Point-and-Click;Sci-Fi,PC,not specified,8.14,"old,point-and-click,excellent,interesting,easy","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Pyre"
2517,Sonic CD,2011,Sega,Action;Platformer;Platformer;2D;2D,Xbox360,not specified,8.47,"sonic,new,original,special,japanese","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2518,Pro Evolution Soccer 2015,2014,Konami,Action;General;Sports;Traditional;Team;Soccer;Sim,PlayStation4,Up to 22 ,5.87,"fifa,online,big,new,realistic","Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2,Pyre"
2519,Dyad,2012,RightSquareBracketLeftSquareBracketGames,Driving;Racing;Arcade;Futuristic;Futuristic,PlayStation3,not specified,5.57,"hard,simple,psychedelic,arcade,boring","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Syphon Filter,NyxQuest: Kindred Spirits"
2520,Antichamber,2013,Demruth,Miscellaneous;Puzzle;General;Puzzle;General,PC,not specified,8.19,"portal,new,puzzle,hard,unique","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2521,Sonic & All-Stars Racing Transformed,2012,SumoDigital,Driving;Racing;Arcade;Kart;Other;Kart,PlayStation3,Up to 10 ,7.73,"sonic,sega,kart,mario,new","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2522,NBA 2K9,2008,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,10  Online,6.56,"live,nba,low,online,realistic","EyeToy: Kinetic,Extreme-G,Swing Away Golf,EverQuest II: Echoes of Faydwer,Everybody's Golf"
2523,Neverwinter Nights 2,2006,ObsidianEntertainment,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,Online Multiplayer,4.77,"original,obsidian,linear,new,big","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
2524,Mega Man Powered Up,2006,Capcom,Action;Platformer;Platformer;2D;2D,PSP,24  Online,8.46,"mega,new,hard,complete,playable","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2525,Darkstalkers Resurrection,2013,IronGalaxyStudios,Action;Miscellaneous;Fighting;Compilation;2D,Xbox360,8  Online,8.0,"hd,fantastic,online,multiple,solid","Azure Striker Gunvolt: Striker Pack,Syphon Filter: Dark Mirror,Syphon Filter,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits"
2526,Dark Souls III: The Ringed City,2017,FromSoftware,Role-Playing;Action RPG,PlayStation4,not specified,8.05,"dark,souls,new,final,favorite","Azure Striker Gunvolt: Striker Pack,Syphon Filter: Logan's Shadow,Hyper Light Drifter,System Shock 2,Myth II: Soulblighter"
2527,Dragon Age: Origins - Awakening,2010,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,No Online Multiplayer,6.86,"new,original,interesting,easy,dragon","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2528,Peter Jackson's King Kong: The Official Game of the Movie,2005,UbisoftMontpellier,Action Adventure;Modern,Xbox,1 Player,7.9,"amazing,scary,survival,giant,big","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Rygar: The Legendary Adventure"
2529,Danganronpa: Trigger Happy Havoc,2016,SpikeChunsoft,Adventure;Visual Novel,PC,No Online Multiplayer,8.07,"visual,interesting,unique,happy,worth","Pyre,Tyranny,Myth II: Soulblighter,NyxQuest: Kindred Spirits,System Shock 2"
2530,Hearthstone: Blackrock Mountain,2015,BlizzardEntertainment,Strategy;Turn-Based;Card Battle,PC,not specified,5.25,"grim,happy,favourite,final,funny","Azure Striker Gunvolt: Striker Pack,Dynasty Tactics,Dynasty Tactics 2,Myth: The Fallen Lords,Myth II: Soulblighter"
2531,Madden NFL 07,2006,EATiburon,Sports;Traditional;Football;Sim,GameCube,2  Online,5.92,"madden,new,ea,right,defensive","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2532,Rome: Total War Barbarian Invasion,2005,CreativeAssembly,Strategy;Real-Time;Historic;General,PC,8  Online,8.45,"rome,total,barbarian,new,enjoyable","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2533,The Pinball Arcade,2012,FarsightStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,Xbox360,not specified,8.0,"pinball,arabian,available,free,table","Azure Striker Gunvolt: Striker Pack,Syberia II,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow"
2534,Gradius V,2004,Treasure,Action;Shooter;Scrolling,PlayStation2,1-2 ,9.0,"old,hard,is-,original,fantastic","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter: Dark Mirror"
2535,Marvel: Ultimate Alliance,2006,RavenSoftware,Role-Playing;Action RPG;Action RPG,Xbox360,Up to 4 ,7.52,"ultimate,comic,new,fun,hard","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2536,Top Spin 4,2011,2KCzech,Sports;Traditional;Individual;Tennis;Tennis,PlayStation3,not specified,7.83,"top,hard,realistic,fun,perfect","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,Syphon Filter: Logan's Shadow"
2537,NCAA Football 12,2011,EASports,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,not specified,6.48,"new,ncaa,improved,big,awesome","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2538,Guitar Hero III: Legends of Rock,2007,"NeversoftEntertainment,BudCat",Miscellaneous;Rhythm;Music,PlayStation2,1-2 ,7.71,"new,hard,difficult,fun,easy","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2539,The Darkness,2007,Starbreeze,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,Xbox360,8  Online,8.03,"old,new,excellent,dark,amazing","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,System Shock 2,Myth II: Soulblighter"
2540,I Expect You To Die,2016,SchellGames,Adventure;3D;First-Person,PlayStation4,not specified,8.14,"funny,difficult,single,fantastic,fun","Hyper Light Drifter,Myth: The Fallen Lords,Myst III: Exile,Myst V: End of Ages,Syberia"
2541,Etrian Odyssey 2 Untold: The Fafnir Knight,2015,Atlus,Role-Playing;Japanese-Style;Western-Style,3DS,No Online Multiplayer,5.75,"original,easy,fine,new,overrated","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth: The Fallen Lords"
2542,Disgaea DS,2008,NipponIchiSoftware,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,DS,2  Online,9.25,"disgaea,nintendo,ds,load,orignal","Myth: The Fallen Lords,Myth II: Soulblighter,Rygar: The Legendary Adventure,Myst III: Exile,Syberia"
2543,Lunar Knights,2007,KojimaProductions,Role-Playing;Action RPG;Action RPG,DS,1 Player,7.62,"elemental,hard,enjoyable,cool,lunar","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,Syphon Filter: Logan's Shadow"
2544,Hacknet,2015,Orann,General;Miscellaneous;General,PC,No Online Multiplayer,7.9,"terminal,complete,old,hard,amazing","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter: Dark Mirror"
2545,The Walking Dead: Season Two Episode 3 - In Harm's Way,2014,TelltaleGames,General;Action;Adventure;General;Point-and-Click,Xbox360,not specified,8.13,"telltale,new,’,interactive,right","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2546,Test Drive Unlimited,2006,EdenStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,8  Online,8.21,"unlimited,big,entire,fun,driving","Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Myst III: Exile,Myth: The Fallen Lords"
2547,Tales of Monkey Island Chapter 3: Lair of the Leviathan,2009,TelltaleGames,Adventure;General;3D;Fantasy;Third-Person;Fantasy,PC,No Online Multiplayer,8.75,"sceptical,classic,old,enjoyable,crazy","Syberia,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter: Logan's Shadow"
2548,The Walking Dead: A Telltale Games Series - The Complete First Season,2013,TelltaleGames,Miscellaneous;Adventure;Compilation;Compilation;Point-and-Click,PlayStationVita,not specified,8.92,"vita,perfect,big,technical,fantastic","Azure Striker Gunvolt: Striker Pack,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Myth II: Soulblighter,Dying Light: The Following"
2549,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,Xbox360,Up to 20 ,7.73,"fun,mario,arcade,single,simple","Myth: The Fallen Lords,Dyad,Syphon Filter,NyxQuest: Kindred Spirits,Syphon Filter: Logan's Shadow"
2550,FIFA 15,2014,EASports,Sports;Traditional;Team;Soccer;Sim,XboxOne,not specified,4.22,"fifa,new,ultimate,ea,big","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2551,Neverwinter Nights 2: Mask of The Betrayer,2007,ObsidianEntertainment,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,4  Online,8.97,"new,original,huge,perfect,amazing","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2552,Need for Speed Most Wanted,2005,EACanada,Driving;Racing;GT / Street,PlayStation2,1-2 ,9.1,"nfs,hot,fun,new,wanted","Myth: The Fallen Lords,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2553,Sins of a Solar Empire: Rebellion,2012,IroncladGames,Strategy;General;General,PC,Online Multiplayer,7.48,"new,original,big,old,solar","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2554,Broken Sword: The Sleeping Dragon,2003,RevolutionSoftware,Adventure;3D;Modern;Third-Person;Modern,PC,No Online Multiplayer,7.71,"excellent,impossible,horrible,interesting,easy","Azure Striker Gunvolt: Striker Pack,Syphon Filter,Pyre,Tyranny,Myth: The Fallen Lords"
2555,Age of Wonders: Shadow Magic,2003,TriumphStudios,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,1-8 ,9.12,"excellent,new,top,actual,awesome","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2556,ATV Offroad Fury 2,2002,RainbowStudios,Driving;Racing;Rally / Offroad,PlayStation2,1-4 ,8.75,"al,nfs,pistas,ojala,muy","Dyad,Excitebike 64,Extreme-G,Excitebots: Trick Racing,Twisted Metal: Black"
2557,Mega Man Zero,2002,Inti,Action;Platformer;2D,GameBoyAdvance,1 Player,9.5,"mega,s,new,perfect,“","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2558,SOCOM: U.S. Navy SEALs,2002,ZipperInteractive,Action;Shooter;Third-Person;Tactical;Modern,PlayStation2,1-16 ,8.48,"online,socom,awesome,new,amazing","Myth II: Soulblighter,System Shock 2,Dying Light: The Following,Pyre,Syberia"
2559,Tom Clancy's Ghost Recon: Desert Siege,2002,RedStormEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,not specified,8.5,"new,old,classic,single,solid","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2560,Warlords Battlecry II,2002,StrategicStudiesGroup,Strategy;Real-Time;Fantasy;General;Fantasy,PC,not specified,9.67,"damn,new,worth,xl,fantastic","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2561,Ring of Red,2001,Konami,Strategy;Real-Time;Sci-Fi,PlayStation2,1 Player,9.33,"unique,red,intriguing,variious,heavy","Myth II: Soulblighter,Pyre,System Shock 2,Myth: The Fallen Lords,Dynasty Tactics"
2562,Football Manager Live,2009,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,not specified,5.0,"online,ur,new,addictive,offensive","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2563,Prey: Mooncrash,2018,ArkaneStudios,Action;Shooter;First-Person;Arcade,XboxOne,not specified,9.75,"inspired,impressive,modern,innovative,enjoyable","Syphon Filter: Logan's Shadow,Myst III: Exile,Myst V: End of Ages,Dyad,Syphon Filter"
2564,The Walking Dead: Season Two Episode 2 - A House Divided,2014,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PlayStation3,not specified,7.86,"new,telltale,long,tough,old","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2565,Marvel: Ultimate Alliance,2006,RavenSoftware,Role-Playing;Action RPG;Action RPG,PC,Online Multiplayer,7.52,"ultimate,comic,new,fun,hard","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2566,Darksiders,2010,VigilGames,Action Adventure;Modern;Modern;Open-World,PlayStation3,No Online Multiplayer,8.05,"new,hard,big,fun,easy","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2567,The Talos Principle: Road To Gehenna,2015,Croteam,Adventure;3D;First-Person,PC,not specified,7.8,"interesting,original,hard,new,’","Azure Striker Gunvolt: Striker Pack,Pyre,Tyranny,System Shock: Enhanced Edition,Syberia II"
2568,Lara Croft and the Guardian of Light,2010,"CrystalDynamics,NixxesSoftware",Action Adventure;Adventure;General;General,PC,not specified,8.24,"co-op,isometric,single,top,croft","Tyranny,System Shock 2,Dying Light: The Following,System Shock: Enhanced Edition,Rygar: The Legendary Adventure"
2569,Stellaris - Utopia,2017,ParadoxDevelopmentStudio,Strategy;Real-Time;General,PC,not specified,5.75,"improvement.now,ai,substantial,rp,diffrent","Myth: The Fallen Lords,Myth II: Soulblighter,Dynasty Tactics,Dynasty Tactics 2,System Shock: Enhanced Edition"
2570,Tales From The Borderlands: Episode 1 - Zer0 Sum,2014,TelltaleGames,Miscellaneous;General;Adventure;General,XboxOne,not specified,8.25,"telltale,funny,awesome,interesting,new","Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Pyre,Tyranny,System Shock 2"
2571,Aquaria,2007,BitBlot,Action Adventure;Fantasy;General;Fantasy,PC,not specified,8.59,"beautiful,underwater,interesting,simple,intuitive","Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Pyre,Tyranny"
2572,Need for Speed: Underground,2003,BlackBox,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,1-4 ,8.06,"underground,sweet,old,cool,cheap","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Dyad,Extreme-G"
2573,Super Puzzle Fighter II Turbo HD Remix,2007,BackboneEntertainment,Miscellaneous;Puzzle;Puzzle;Puzzle;Matching;Matching,PlayStation3,Up to 4 ,9.33,"new,longtime,arcade,comfortable,available","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2574,TrackMania Sunrise,2005,Nadeo,Driving;Racing;Arcade;Arcade;Automobile,PC,32  Online,10.0,"new,amazing,top,superb,arcade","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2575,King's Quest Chapter 1: A Knight to Remember,2015,TheOddGentlemen,Adventure;General,PC,not specified,7.45,"old,new,original,unskippable,narrative","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,System Shock 2"
2576,Ape Escape 2,2003,SCEJapanStudio,Action;Platformer;3D,PlayStation2,1 Player,9.0,"funny,big,hard,definite,lovely","Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Myth: The Fallen Lords,Syphon Filter: Dark Mirror"
2577,Viva Pinata: Pocket Paradise,2008,RareLtd.,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,DS,2  Online,6.0,"crude,very-low-rez,sprite,interesting,frenetic","Azure Striker Gunvolt: Striker Pack,Pyre,Tyranny,EyeToy: Play,MySims Agents"
2578,Skullgirls,2012,RevergeLabs,Action;Fighting;Fighting;2D;2D,PlayStation3,not specified,8.1,"fighting,unique,interesting,online,tight","Myth II: Soulblighter,Pyre,Tyranny,NyxQuest: Kindred Spirits,Syphon Filter"
2579,PixelJunk Shooter 2,2011,Q-Games,Action;General;Shooter;Shooter;Static;Static;Shoot-'Em-Up;Top-Down,PlayStation3,not specified,5.5,"difficult,online,easy,worth,new","Azure Striker Gunvolt: Striker Pack,Hyper Light Drifter,Myth: The Fallen Lords,Myst III: Exile,NyxQuest: Kindred Spirits"
2580,Tekken Tag Tournament 2,2012,NamcoBandaiGames,Action;Fighting;Fighting;3D;3D,PlayStation3,Up to 6 ,8.21,"tekken,new,fighting,tag,big","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2581,Shantae and the Pirate's Curse,2014,WayForward,Platformer;2D;Action;Platformer;2D,3DS,not specified,9.23,"shantae,solid,new,u,risky","Syphon Filter: Dark Mirror,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2582,The Elder Scrolls V: Skyrim - Dragonborn,2012,BethesdaGameStudios,Role-Playing;First-Person;First-Person;Western-Style,Xbox360,not specified,7.97,"new,skyrim,interesting,cool,massive","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2583,Galak-Z: The Dimensional,2015,17-Bit,General;Shooter;Scrolling;Scrolling;Action;Shooter;Shoot-'Em-Up;Vertical,PlayStation4,not specified,7.1,"old,hard,simple,’,classic","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter: Dark Mirror,Hyper Light Drifter"
2584,Sportsfriends,2014,DieGuteFabrik,Sports;Miscellaneous;General;Party;Party / Minigame,PlayStation4,not specified,7.25,"nobi,fun,johann,sebastian,experienced","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,EyeToy: Play,MySims Agents,EyeToy: Play 2"
2585,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,PC,No Online Multiplayer,4.01,"dragon,new,big,original,hard","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2586,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,PlayStation3,No Online Multiplayer,4.01,"dragon,new,big,original,hard","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2587,Hand of Fate 2,2017,DefiantDevelopment,Miscellaneous;Board / Card Game,XboxOne,not specified,8.33,"’,present,original,card-based,elementary","Azure Striker Gunvolt: Striker Pack,Syberia II,System Shock: Enhanced Edition,Tyranny,EyeToy: Play"
2588,Pyre,2017,SupergiantGames,Role-Playing;General,PC,not specified,7.36,"visual,supergiant,unique,new,interesting","Myth II: Soulblighter,System Shock 2,Dying Light: The Following,Syberia,Syberia II"
2589,10 Second Ninja X,2016,GameDesignDan,Action;Platformer;2D,XboxOne,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
2590,Endless Legend,2014,AmplitudeStudios,Strategy;Turn-Based;General;4X,PC,Online Multiplayer,7.87,"endless,new,unique,minor,interesting","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2591,Virtua Fighter 5: Final Showdown,2012,SegaAM2,Action;Fighting;Fighting;3D;3D,PlayStation3,not specified,9.1,"fighting,deep,favorite,single,original","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Syphon Filter"
2592,Skylanders: Spyro's Adventure,2011,VicariousVisions,Action;Platformer;Platformer;3D;3D,3DS,not specified,5.26,"new,spyro,old,original,console","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2593,Trauma Team,2010,Atlus,Action;Simulation;Miscellaneous;General;Puzzle;General;Virtual;General;Career,Wii,not specified,9.22,"intense,enjoyable,unique,new,underrated","Azure Striker Gunvolt: Striker Pack,Syphon Filter: Logan's Shadow,Myth II: Soulblighter,Pyre,System Shock 2"
2594,Henry Hatsworth in the Puzzling Adventure,2009,EATiburon,Action;Platformer;Platformer;2D;2D,DS,1 Player,8.6,"amazing,third,puzzle,addictive,fun","Syphon Filter: Logan's Shadow,Myst III: Exile,Myth: The Fallen Lords,NyxQuest: Kindred Spirits,Syphon Filter"
2595,Call of Duty 3,2006,Treyarch,Action;Shooter;First-Person;Historic,PlayStation2,16  Online,6.65,"single,big,new,cod,online","Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2,Pyre"
2596,Doom,2006,NerveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,4  Online,8.97,"original,old,modern,awesome,fun","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth: The Fallen Lords"
2597,SOCOM 3: U.S. Navy SEALs,2005,ZipperInteractive,Action;Shooter;Third-Person;Tactical;Modern,PlayStation2,32  Online,7.91,"hard,u,military,online,original","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad"
2598,X-Men Legends II: Rise of Apocalypse,2005,RavenSoftware,Role-Playing;Action RPG,GameCube,1-4 ,7.81,"x-men,new,fun,boring,perfect","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2599,Dance Dance Revolution Ultramix,2003,KonamiComputerEntertainmentHawaii,Miscellaneous;Rhythm;Dancing,Xbox,1-4 ,8.57,"x-box,included,hard,fatique,unique","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad"
2600,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,GameCube,1-4 ,9.5,"tactical,huge,big,surprised,adictive","Dying Light: The Following,Myth II: Soulblighter,System Shock: Enhanced Edition,Myth: The Fallen Lords,Rygar: The Legendary Adventure"
2601,NCAA College Basketball 2K3,2002,KushGames,Sports;Traditional;Basketball;Sim,GameCube,1-4 ,7.33,"u,nba,solid,suggest,realistic","Syphon Filter: Dark Mirror,EyeToy: Kinetic,Swing Away Golf,Everybody's Golf,Quake III Arena"
2602,Tom Clancy's Ghost Recon: Island Thunder,2002,RedStormEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,not specified,8.67,"live,tom,cool,xbox,like","Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Dynasty Warriors 3"
2603,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,PlayStation2,1-8 ,6.25,"pro,u,big,fifa,boring","Syphon Filter: Dark Mirror,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Dyad"
2604,Extreme-G,1997,ProbeEntertainmentLimited,Driving;Racing;Futuristic,Nintendo64,1-4 ,10.0,"low,old,boring,f,compare","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Dyad,Excitebike 64"
2605,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,GSCGameWorld,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,Online Multiplayer,7.67,"realistic,hard,complete,amazing,big","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,Myth II: Soulblighter"
2606,Mega Man 9,2008,IntiCreates,Action;Platformer;Platformer;2D;2D,Xbox360,1 Player,8.6,"mega,old,original,8-bit,hard","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syberia II"
2607,Far Cry 5,2018,UbisoftMontreal,Action;Shooter;First-Person;Arcade,XboxOne,Up to 12 ,6.91,"cry,ubisoft,new,interesting,beautiful","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
2608,Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,2018,UbisoftMilan,Strategy;Turn-Based;Tactics,Switch,not specified,8.67,"easy,new,original,kong,unique","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,System Shock 2"
2609,Okamiden,2011,Capcom,Action Adventure;Fantasy;General;Fantasy,DS,not specified,8.06,"new,original,okamiden,beautiful,hard","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
2610,Space Invaders Extreme 2,2009,TaitoCorporation,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical,DS,not specified,10.0,"ds,classic,awesome","Syberia,Myth II: Soulblighter,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow"
2611,The Evil Within 2,2017,TangoGameworks,Action Adventure;Survival,XboxOne,not specified,8.02,"original,new,sebastian,survival,big","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
